F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,25,T Barron,51,31,185,Running
2,11,28,R Rudd,51,0,170,Running
3,20,26,J Spencer,51,0,165,Running
4,27,22,W Burton,51,0,160,Running
5,3,20,T Stewart,51,0,155,Running
6,15,10,J Benson,51,0,150,Running
7,38,99,J Burton,51,0,146,Running
8,39,1,S Park,51,0,142,Running
9,30,33,J Nemechek,51,0,138,Running
10,2,02,C Barron,51,0,134,Running
11,18,5,T Labonte,50,0,130,Retired
12,12,24,J Gordon,50,16,132,Running
13,4,40,S Marlin,50,0,124,Running
14,35,77,R Pressley,50,0,121,Running
15,10,18,B Labonte,50,4,123,Running
16,37,14,R Hornaday,50,0,115,Running
17,14,17,M Kenseth,50,0,112,Running
18,8,2,R Wallace,50,0,109,Running
19,34,43,J Andretti,50,0,106,Running
20,5,9,B Elliott,50,0,103,Running
21,36,66,T Bodine,50,0,100,Running
22,21,12,J Mayfield,50,0,97,Running
23,7,55,B Hamilton,50,0,94,Running
24,28,32,R Craven,50,0,91,Running
25,24,6,M Martin,50,0,88,Running
26,16,11,B Bodine,50,0,85,Running
27,33,4,K Lepage,50,0,82,Running
28,23,21,E Sadler,50,0,79,Running
29,32,7,M Wallace,50,0,76,Running
30,22,97,K Busch,50,0,73,Running
31,40,45,K Petty,50,0,70,Running
32,17,15,M Waltrip,50,0,67,Running
33,19,36,K Schrader,50,0,64,Running
34,26,31,M Skinner,50,0,61,Running
35,29,44,B Jones,49,0,58,Running
36,25,19,C Atwood,49,0,55,Running
37,13,88,D Jarrett,49,0,52,Running
38,31,93,D Blaney,46,0,49,Running
39,9,8,D Earnhardt Jr.,15,0,46,Accident
40,6,29,K Harvick,15,0,43,Accident
