F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,13,02,C Barron,24,7,185,Running
2,1,28,R Rudd,24,0,170,Running
3,31,19,C Atwood,24,0,165,Running
4,4,40,S Marlin,24,0,160,Running
5,15,17,M Kenseth,24,0,155,Running
6,18,22,W Burton,24,0,150,Running
7,36,66,T Bodine,24,0,146,Running
8,22,5,T Labonte,24,0,142,Running
9,8,10,J Benson,24,0,138,Running
10,26,36,K Schrader,24,1,139,Running
11,24,32,R Craven,24,1,135,Running
12,16,9,B Elliott,24,0,127,Running
13,28,12,J Mayfield,24,0,124,Running
14,30,97,K Busch,24,0,121,Running
15,7,20,T Stewart,24,0,118,Running
16,27,92,S Compton,24,0,115,Running
17,41,4,K Lepage,24,0,112,Running
18,21,33,J Nemechek,24,1,114,Running
19,34,7,M Wallace,24,0,106,Running
20,17,55,B Hamilton,24,0,103,Running
21,29,93,D Blaney,24,0,100,Running
22,25,1,S Park,24,0,97,Running
23,33,11,B Bodine,24,0,94,Running
24,23,43,J Andretti,24,0,91,Running
25,35,15,M Waltrip,24,0,88,Running
26,10,18,B Labonte,24,0,85,Running
27,11,29,K Harvick,24,1,87,Running
28,32,77,R Pressley,24,2,84,Running
29,20,26,J Spencer,24,0,76,Running
30,42,01,J Leffler,24,2,78,Running
31,19,21,E Sadler,24,3,75,Running
32,40,44,B Jones,23,0,67,Running
33,3,88,D Jarrett,15,1,69,Engine
34,14,25,T Barron,13,5,66,Piston
35,39,31,M Skinner,12,0,58,Clutch
36,37,14,R Hornaday,12,0,55,Retired
37,38,45,K Petty,12,0,52,Accident
38,12,6,M Martin,7,0,49,Retired
39,5,2,R Wallace,7,0,46,Retired
40,6,99,J Burton,7,0,43,Retired
41,9,8,D Earnhardt Jr.,7,0,40,Retired
42,2,24,J Gordon,6,0,37,Retired
