F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,25,T Barron,30,27,185,Running
2,1,02,C Barron,30,3,175,Running
3,5,20,T Stewart,30,0,165,Running
4,17,8,D Earnhardt Jr.,30,0,160,Running
5,22,24,J Gordon,30,0,155,Running
6,4,28,R Rudd,30,0,150,Running
7,6,18,B Labonte,30,0,146,Running
8,7,9,B Elliott,30,0,142,Running
9,25,55,B Hamilton,30,0,138,Running
10,3,2,R Wallace,30,0,134,Running
11,12,88,D Jarrett,30,0,130,Running
12,14,29,K Harvick,30,0,127,Running
13,21,6,M Martin,30,0,124,Running
14,38,40,S Marlin,30,0,121,Running
15,37,17,M Kenseth,30,0,118,Running
16,15,26,J Spencer,30,0,115,Running
17,16,22,W Burton,30,0,112,Running
18,13,99,J Burton,30,0,109,Running
19,11,32,R Craven,30,0,106,Running
20,10,5,T Labonte,30,0,103,Running
21,33,21,E Sadler,30,0,100,Running
22,27,15,M Waltrip,30,0,97,Running
23,30,66,T Bodine,30,0,94,Running
24,29,92,S Compton,30,0,91,Running
25,24,36,K Schrader,30,0,88,Running
26,32,33,J Nemechek,30,0,85,Running
27,26,77,R Pressley,30,0,82,Running
28,31,19,C Atwood,30,0,79,Running
29,23,90,H Stricklin,30,0,76,Running
30,42,10,J Benson,30,0,73,Running
31,20,93,D Blaney,30,0,70,Running
32,34,12,J Mayfield,30,0,67,Running
33,40,97,K Busch,30,0,64,Running
34,35,14,R Hornaday,30,0,61,Running
35,28,7,M Wallace,30,0,58,Running
36,36,4,K Lepage,30,0,55,Running
37,8,01,J Leffler,30,0,52,Running
38,19,11,B Bodine,30,0,49,Running
39,41,1,S Park,30,0,46,Running
40,39,44,B Jones,30,0,43,Running
41,18,43,J Andretti,29,0,40,Running
42,9,27,K Wallace,1,0,37,Piston
