F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,3,02,C Barron,30,5,180,Running
2,15,17,M Kenseth,30,5,175,Running
3,1,25,T Barron,30,9,175,Running
4,9,99,J Burton,30,0,160,Running
5,20,32,R Craven,30,0,155,Running
6,13,22,W Burton,30,0,150,Running
7,14,8,D Earnhardt Jr.,30,0,146,Running
8,5,6,M Martin,30,0,142,Running
9,2,24,J Gordon,30,9,148,Running
10,31,1,S Park,30,0,134,Running
11,8,88,D Jarrett,30,0,130,Running
12,26,92,S Compton,30,0,127,Running
13,30,15,M Waltrip,30,0,124,Running
14,32,7,M Wallace,30,0,121,Running
15,25,36,K Schrader,30,0,118,Running
16,11,10,J Benson,30,0,115,Running
17,35,19,C Atwood,30,0,112,Running
18,27,11,B Bodine,30,0,109,Running
19,10,28,R Rudd,30,0,106,Running
20,28,5,T Labonte,30,0,103,Running
21,6,18,B Labonte,30,0,100,Running
22,4,2,R Wallace,30,0,97,Running
23,39,31,M Skinner,30,0,94,Running
24,7,20,T Stewart,30,0,91,Running
25,24,93,D Blaney,30,0,88,Running
26,40,12,J Mayfield,30,0,85,Running
27,19,21,E Sadler,30,0,82,Running
28,22,66,T Bodine,30,0,79,Running
29,37,14,R Hornaday,30,0,76,Running
30,33,97,K Busch,30,0,73,Running
31,29,43,J Andretti,30,0,70,Running
32,41,45,K Petty,30,0,67,Running
33,12,29,K Harvick,30,0,64,Running
34,34,77,R Pressley,30,0,61,Running
35,17,40,S Marlin,30,1,63,Running
36,36,01,J Leffler,30,0,55,Running
37,38,4,K Lepage,30,1,57,Running
38,16,26,J Spencer,30,0,49,Running
39,42,44,B Jones,30,0,46,Running
40,21,33,J Nemechek,29,0,43,Running
41,23,55,B Hamilton,21,0,40,Valve
42,18,9,B Elliott,20,0,37,Retired
