F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,34,12,J Mayfield,14,2,180,Running
2,28,11,B Bodine,14,0,170,Running
3,3,20,T Stewart,14,0,165,Running
4,36,92,S Compton,14,0,160,Running
5,41,25,T Barron,14,0,155,Running
6,11,6,M Martin,14,0,150,Running
7,14,22,W Burton,14,0,146,Running
8,30,15,M Waltrip,14,0,142,Running
9,24,4,K Lepage,14,0,138,Running
10,6,28,R Rudd,14,4,144,Running
11,8,24,J Gordon,14,2,135,Running
12,25,93,D Blaney,14,0,127,Running
13,17,26,J Spencer,14,0,124,Running
14,2,18,B Labonte,14,0,121,Running
15,23,9,B Elliott,14,0,118,Running
16,4,29,K Harvick,14,4,125,Running
17,27,43,J Andretti,14,0,112,Running
18,5,88,D Jarrett,14,0,109,Running
19,29,66,T Bodine,14,0,106,Running
20,10,40,S Marlin,14,0,103,Running
21,1,99,J Burton,14,2,105,Running
22,20,5,T Labonte,14,0,97,Running
23,32,32,R Craven,14,0,94,Running
24,22,77,R Pressley,14,0,91,Running
25,40,44,B Jones,14,0,88,Running
26,13,17,M Kenseth,14,0,85,Running
27,38,27,K Wallace,14,0,82,Running
28,15,10,J Benson,14,0,79,Running
29,16,21,E Sadler,14,0,76,Running
30,21,36,K Schrader,14,0,73,Running
31,9,55,B Hamilton,14,0,70,Running
32,31,7,M Wallace,14,0,67,Running
33,18,97,K Busch,14,0,64,Running
34,39,90,H Stricklin,14,0,61,Running
35,37,31,M Skinner,14,0,58,Running
36,12,2,R Wallace,14,0,55,Running
37,35,01,J Leffler,14,0,52,Running
38,26,33,J Nemechek,14,0,49,Running
39,7,8,D Earnhardt Jr.,13,0,46,Running
40,33,14,R Hornaday,13,0,43,Running
41,19,19,C Atwood,13,0,40,Running
42,42,02,C Barron,13,0,37,Running
