F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,02,C Barron,38,31,185,Running
2,2,25,T Barron,38,5,175,Running
3,13,18,B Labonte,38,0,165,Running
4,5,2,R Wallace,38,2,165,Running
5,27,32,R Craven,38,0,155,Running
6,28,77,R Pressley,38,0,150,Running
7,30,5,T Labonte,38,0,146,Running
8,11,21,E Sadler,38,0,142,Running
9,31,43,J Andretti,38,0,138,Running
10,36,11,B Bodine,37,0,134,Running
11,9,88,D Jarrett,37,0,130,Running
12,23,8,D Earnhardt Jr.,37,0,127,Running
13,3,24,J Gordon,37,0,124,Running
14,7,29,K Harvick,37,0,121,Running
15,4,40,S Marlin,37,0,118,Running
16,14,20,T Stewart,37,0,115,Running
17,10,10,J Benson,37,0,112,Running
18,15,9,B Elliott,37,0,109,Running
19,16,22,W Burton,37,0,106,Running
20,29,36,K Schrader,37,0,103,Running
21,26,93,D Blaney,37,0,100,Running
22,6,28,R Rudd,37,0,97,Running
23,12,99,J Burton,37,0,94,Running
24,25,15,M Waltrip,37,0,91,Running
25,18,17,M Kenseth,37,0,88,Running
26,20,26,J Spencer,37,0,85,Running
27,8,19,C Atwood,37,0,82,Running
28,33,7,M Wallace,37,0,79,Running
29,24,55,B Hamilton,37,0,76,Running
30,32,4,K Lepage,37,0,73,Running
31,37,1,S Park,37,0,70,Running
32,19,92,S Compton,37,0,67,Running
33,21,6,M Martin,37,0,64,Running
34,34,90,H Stricklin,37,0,61,Running
35,22,66,T Bodine,37,0,58,Running
36,38,12,J Mayfield,37,0,55,Running
37,17,97,K Busch,37,0,52,Running
38,39,31,M Skinner,37,0,49,Running
39,42,14,R Hornaday,37,0,46,Running
40,41,01,J Leffler,37,0,43,Running
41,40,44,B Jones,37,0,40,Running
42,35,33,J Nemechek,15,0,37,Retired
