F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,7,02,C Barron,29,20,185,Running
2,11,28,R Rudd,29,0,170,Running
3,13,25,T Barron,29,0,165,Running
4,16,21,E Sadler,29,0,160,Running
5,19,22,W Burton,29,0,155,Running
6,3,2,R Wallace,29,1,155,Running
7,1,18,B Labonte,29,1,151,Running
8,26,1,S Park,29,0,142,Running
9,5,40,S Marlin,29,0,138,Running
10,2,24,J Gordon,29,0,134,Running
11,28,97,K Busch,29,0,130,Running
12,8,99,J Burton,29,0,127,Running
13,40,14,R Hornaday,29,0,124,Running
14,10,6,M Martin,29,0,121,Running
15,18,8,D Earnhardt Jr.,29,0,118,Running
16,25,9,B Elliott,29,7,120,Running
17,9,20,T Stewart,29,0,112,Running
18,22,32,R Craven,28,0,109,Running
19,41,45,K Petty,28,0,106,Running
20,35,92,S Compton,28,0,103,Running
21,15,26,J Spencer,19,0,100,Valve
22,12,29,K Harvick,19,0,97,Retired
23,21,36,K Schrader,19,0,94,Retired
24,27,5,T Labonte,19,0,91,Clutch
25,38,4,K Lepage,13,0,88,Retired
26,29,93,D Blaney,12,0,85,Retired
27,33,19,C Atwood,12,0,82,Retired
28,39,43,J Andretti,11,0,79,Header
29,14,17,M Kenseth,11,0,76,Retired
30,37,90,H Stricklin,11,0,73,Retired
31,31,12,J Mayfield,11,0,70,Accident
32,4,10,J Benson,11,0,67,Accident
33,23,33,J Nemechek,9,0,64,Engine
34,42,44,B Jones,6,0,61,Retired
35,34,66,T Bodine,6,0,58,Retired
36,30,7,M Wallace,6,0,55,Retired
37,20,15,M Waltrip,6,0,52,Retired
38,6,88,D Jarrett,5,0,49,Accident
39,17,55,B Hamilton,5,0,46,Header
40,24,77,R Pressley,5,0,43,Accident
41,32,11,B Bodine,5,0,40,Retired
42,36,01,J Leffler,5,0,37,Accident
