F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,02,C Barron,60,16,180,Running
2,18,20,T Stewart,60,15,175,Running
3,26,8,D Earnhardt Jr.,60,0,165,Running
4,6,24,J Gordon,60,0,160,Running
5,12,6,M Martin,60,0,155,Running
6,4,88,D Jarrett,60,0,150,Running
7,9,29,K Harvick,60,0,146,Running
8,20,99,J Burton,60,0,142,Running
9,21,15,M Waltrip,60,0,138,Running
10,3,9,B Elliott,60,0,134,Running
11,17,17,M Kenseth,60,3,135,Running
12,7,36,K Schrader,60,0,127,Running
13,11,22,W Burton,60,0,124,Running
14,10,2,R Wallace,60,0,121,Running
15,38,18,B Labonte,60,0,118,Running
16,1,25,T Barron,60,21,125,Running
17,35,33,J Nemechek,60,0,112,Running
18,30,5,T Labonte,60,0,109,Running
19,41,77,R Pressley,60,0,106,Running
20,19,32,R Craven,60,0,103,Running
21,27,43,J Andretti,60,0,100,Running
22,34,1,S Park,60,0,97,Running
23,14,55,B Hamilton,60,0,94,Running
24,25,7,M Wallace,60,0,91,Running
25,5,40,S Marlin,60,0,88,Running
26,32,97,K Busch,60,0,85,Running
27,29,26,J Spencer,60,0,82,Running
28,13,19,C Atwood,59,0,79,Running
29,23,11,B Bodine,59,0,76,Running
30,37,66,T Bodine,59,0,73,Running
31,31,12,J Mayfield,59,0,70,Running
32,24,01,J Leffler,59,0,67,Running
33,42,27,K Wallace,59,0,64,Running
34,28,14,R Hornaday,59,0,61,Running
35,40,45,K Petty,59,0,58,Running
36,8,28,R Rudd,59,5,60,Running
37,39,31,M Skinner,58,0,52,Running
38,22,21,E Sadler,58,0,49,Running
39,15,10,J Benson,57,0,46,Running
40,16,93,D Blaney,51,0,43,Retired
41,33,4,K Lepage,49,0,40,Accident
42,36,92,S Compton,49,0,37,Retired
