F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,5,25,T Barron,30,30,185,Running
2,6,01,C Barron,30,0,170,Running
3,7,88,D Jarrett,30,0,165,Running
4,2,6,M Martin,30,0,160,Running
5,3,99,J Burton,30,0,155,Running
6,9,2,R Wallace,30,0,150,Running
7,1,24,J Gordon,30,0,146,Running
8,4,43,J Andretti,30,0,142,Running
9,14,12,J Mayfield,30,0,138,Running
10,11,4,B Hamilton,30,0,134,Running
11,16,33,K Schrader,30,0,130,Running
12,17,97,C Little,30,0,127,Running
13,15,94,B Elliott,30,0,124,Running
14,10,3,D Earnhardt,30,0,121,Running
15,12,40,S Marlin,30,0,118,Running
16,31,22,W Burton,30,0,115,Running
17,21,23,J Spencer,30,0,112,Running
18,18,5,T Labonte,30,0,109,Running
19,28,26,J Benson Jr.,30,0,106,Running
20,13,21,M Waltrip,30,0,103,Running
21,27,77,R Pressley,30,0,100,Running
22,37,11,B Bodine,30,0,97,Running
23,32,7,G Bodine,30,0,94,Running
24,26,42,J Nemechek,30,0,91,Running
25,24,10,R Rudd,30,0,88,Running
26,39,9,L Speed,30,0,85,Running
27,20,16,T Musgrave,30,0,82,Running
28,35,30,D Cope,30,0,79,Running
29,23,91,K Lepage,30,0,76,Running
30,42,75,R Mast,30,0,73,Running
31,29,31,M Skinner,30,0,70,Running
32,8,18,B Labonte,30,0,67,Running
33,19,59,M Gibson,30,0,64,Running
34,33,44,K Petty,30,0,61,Running
35,40,13,J Nadeau,30,0,58,Running
36,22,36,E Irvan,30,0,55,Running
37,30,1,S Park,30,0,52,Running
38,36,81,K Wallace,30,0,49,Running
39,34,50,R Craven,30,0,46,Running
40,38,46,W Dallenbach Jr.,29,0,43,Running
41,41,41,S Grissom,29,0,40,Running
42,25,90,D Trickle,5,0,37,Camshaft
