F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,11,24,J Gordon,41,14,180,Running
2,2,88,D Jarrett,41,0,170,Running
3,8,94,B Elliott,41,5,170,Running
4,13,5,T Labonte,41,0,160,Running
5,6,43,J Andretti,41,0,155,Running
6,7,6,M Martin,41,0,150,Running
7,16,4,B Hamilton,41,0,146,Running
8,31,21,M Waltrip,41,0,142,Running
9,1,01,C Barron,41,22,148,Running
10,32,42,J Nemechek,41,0,134,Running
11,38,30,D Cope,41,0,130,Running
12,22,16,T Musgrave,41,0,127,Running
13,17,36,E Irvan,41,0,124,Running
14,34,97,C Little,41,0,121,Running
15,15,81,K Wallace,41,0,118,Running
16,10,10,R Rudd,41,0,115,Running
17,4,25,T Barron,41,0,112,Running
18,41,13,J Nadeau,41,0,109,Running
19,23,91,K Lepage,41,0,106,Running
20,29,44,K Petty,41,0,103,Running
21,37,1,S Park,41,0,100,Running
22,14,40,S Marlin,41,0,97,Retired
23,33,41,S Grissom,41,0,94,Running
24,19,90,D Trickle,41,0,91,Running
25,35,59,M Gibson,41,0,88,Running
26,9,12,J Mayfield,41,0,85,Running
27,30,33,K Schrader,41,0,82,Running
28,42,28,K Irwin Jr.,41,0,79,Running
29,3,18,B Labonte,41,0,76,Running
30,18,99,J Burton,41,0,73,Running
31,27,26,J Benson Jr.,41,0,70,Running
32,25,31,M Skinner,41,0,67,Running
33,12,3,D Earnhardt,41,0,64,Running
34,21,7,G Bodine,41,0,61,Running
35,40,75,R Mast,40,0,58,No Fuel
36,36,50,R Craven,40,0,55,Running
37,20,23,J Spencer,40,0,52,Running
38,26,11,B Bodine,40,0,49,Running
39,28,77,R Pressley,40,0,46,Running
40,39,9,L Speed,40,0,43,Running
41,5,2,R Wallace,24,0,40,Retired
42,24,22,W Burton,23,0,37,Retired
