F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,6,02,C Barron,45,9,180,Running
2,2,88,D Jarrett,45,20,180,Running
3,3,28,R Rudd,45,0,165,Running
4,5,24,J Gordon,45,0,160,Running
5,15,25,T Barron,45,0,155,Running
6,7,22,W Burton,45,0,150,Running
7,1,3,D Earnhardt,45,16,151,Running
8,9,18,B LaBonte,45,0,142,Running
9,8,20,T Stewart,45,0,138,Running
10,10,6,M Martin,45,0,134,Running
11,11,31,M Skinner,45,0,130,Running
12,4,99,J Burton,45,0,127,Running
13,13,17,M Kenseth,45,0,124,Running
14,17,40,S Marlin,45,0,121,Retired
15,20,94,B Elliott,45,0,118,Running
16,14,2,R Wallace,45,0,115,Running
17,19,10,J Benson,45,0,112,Running
18,34,26,J Spencer,44,0,109,Running
19,30,77,R Pressley,44,0,106,Running
20,12,5,T Labonte,44,0,103,Running
21,31,01,T Musgrave,44,0,100,Running
22,24,12,J Mayfield,44,0,97,Running
23,32,44,K Petty,44,0,94,Running
24,27,93,D Blaney,44,0,91,Running
25,28,43,J Andretti,44,0,88,Running
26,37,66,D Waltrip,44,0,85,Running
27,18,1,S Park,44,0,82,Running
28,23,75,W Dallenbach,44,0,79,Running
29,29,7,M Waltrip,44,0,76,Running
30,39,97,C Little,44,0,73,Running
31,22,00,B Jones,44,0,70,Running
32,25,32,S Pruett,44,0,67,Running
33,16,8,D Earnhardt Jr.,44,0,64,Running
34,21,11,B Bodine,44,0,61,Running
35,26,60,G Bodine,44,0,58,Running
36,40,21,E Sadler,43,0,55,Running
37,36,71,D Marcis,43,0,52,Running
38,35,9,S Compton,43,0,49,Running
39,41,42,K Irwin Jr.,43,0,46,Running
40,33,50,R Craven,43,0,43,Running
41,38,90,R Mast,43,0,40,Running
