F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,25,T Barron,29,23,185,Running
2,3,2,R Wallace,29,3,175,Running
3,7,20,T Stewart,29,0,165,Running
4,17,30,J Green,29,0,160,Running
5,15,15,M Waltrip,29,1,160,Running
6,22,29,K Harvick,29,0,150,Running
7,25,77,D Blaney,29,0,146,Running
8,13,19,J Mayfield,29,0,142,Running
9,16,17,M Kenseth,29,0,138,Running
10,11,88,D Jarrett,29,0,134,Running
11,10,02,C Barron,28,2,135,Running
12,38,1,S Park,28,0,127,Running
13,36,26,T Bodine,28,0,124,Running
14,21,5,T Labonte,28,0,121,Running
15,30,10,J Benson,28,0,118,Running
16,34,36,K Schrader,28,0,115,Running
17,33,4,M Skinner,28,0,112,Running
18,31,55,B Hamilton,28,0,109,Running
19,5,12,R Newman,28,0,106,Running
20,37,7,C Atwood,28,0,103,Running
21,28,22,W Burton,28,0,100,Running
22,9,24,J Gordon,28,0,97,Running
23,29,41,J Spencer,28,0,94,Running
24,40,14,S Compton,28,0,91,Running
25,12,9,B Elliott,28,0,88,Running
26,32,43,J Andretti,27,0,85,Running
27,19,8,D Earnhardt Jr.,27,0,82,Running
28,35,11,B Bodine,27,0,79,Running
29,39,23,K Wallace,23,0,76,Header
30,18,45,K Petty,6,0,73,Header
31,8,28,R Rudd,4,0,70,Retired
32,6,6,M Martin,3,0,67,Retired
33,4,48,J Johnson,3,0,64,Retired
34,20,32,R Craven,2,0,61,Accident
35,14,97,K Busch,2,0,58,Accident
36,24,18,B Labonte,2,0,55,Accident
37,23,40,S Marlin,2,0,52,Accident
38,27,31,R Gordon,2,0,49,Accident
39,26,21,E Sadler,2,0,46,Accident
40,41,09,G Bodine,2,0,43,Accident
41,42,44,S Grissom,2,0,40,Accident
