F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,19,25,T Barron,45,44,185,Running
2,2,02,C Barron,45,1,175,Running
3,1,28,R Rudd,45,0,165,Running
4,5,3,D Earnhardt,45,0,160,Running
5,6,88,D Jarrett,45,0,155,Running
6,11,24,J Gordon,45,0,150,Running
7,10,22,W Burton,45,0,146,Running
8,9,2,R Wallace,45,0,142,Running
9,16,6,M Martin,44,0,138,Running
10,17,18,B Labonte,44,0,134,Running
11,12,20,T Stewart,44,0,130,Running
12,15,5,T Labonte,44,0,127,Running
13,8,40,S Marlin,44,0,124,Running
14,3,31,M Skinner,44,0,121,Running
15,14,99,J Burton,44,0,118,Running
16,31,10,J Benson,44,0,115,Running
17,23,17,M Kenseth,44,0,112,Running
18,38,8,D Earnhardt Jr.,44,0,109,Running
19,25,94,B Elliott,44,0,106,Running
20,32,60,G Bodine,43,0,103,Running
21,36,01,T Musgrave,43,0,100,Running
22,20,77,R Pressley,43,0,97,Running
23,30,44,K Petty,43,0,94,Running
24,28,11,B Bodine,43,0,91,Running
25,34,12,J Mayfield,43,0,88,Running
26,27,26,J Spencer,43,0,85,Running
27,37,7,M Waltrip,43,0,82,Running
28,26,00,B Jones,43,0,79,Running
29,24,9,S Compton,43,0,76,Running
30,22,97,C Little,43,0,73,Running
31,29,71,D Marcis,43,0,70,Running
32,35,43,J Andretti,43,0,67,Running
33,33,75,W Dallenbach,43,0,64,Running
34,41,66,D Waltrip,43,0,61,Running
35,40,93,D Blaney,43,0,58,Running
36,21,21,E Sadler,43,0,55,Running
37,18,50,R Craven,43,0,52,Running
38,7,32,S Pruett,43,0,49,Running
39,13,42,K Irwin Jr.,43,0,46,Running
40,39,90,R Mast,42,0,43,Running
41,4,1,S Park,9,0,40,Retired
