F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,25,T Barron,60,11,180,Running
2,21,88,D Jarrett,60,6,175,Running
3,20,18,B Labonte,60,0,165,Running
4,9,2,R Wallace,60,0,160,Running
5,3,6,M Martin,60,3,160,Running
6,7,3,D Earnhardt,60,0,150,Running
7,10,31,M Skinner,60,0,146,Running
8,13,28,K Irwin Jr.,60,0,142,Running
9,14,22,W Burton,60,0,138,Running
10,4,24,J Gordon,60,0,134,Running
11,12,33,K Schrader,60,0,130,Running
12,30,5,T Labonte,60,0,127,Running
13,23,20,T Stewart,60,0,124,Running
14,15,40,S Marlin,60,0,121,Running
15,19,42,J Nemechek,60,0,118,Running
16,28,23,J Spencer,60,0,115,Running
17,6,99,J Burton,60,0,112,Running
18,17,97,C Little,60,0,109,Running
19,18,12,J Mayfield,60,0,106,Running
20,22,43,J Andretti,60,0,103,Running
21,5,17,M Kenseth,60,0,100,Running
22,8,8,D Earnhardt Jr.,60,0,97,Running
23,27,94,B Elliott,60,0,94,Running
24,1,02,C Barron,60,40,101,Running
25,31,16,K Lepage,60,0,88,Running
26,29,44,K Petty,60,0,85,Running
27,25,55,K Wallace,60,0,82,Running
28,16,4,B Hamilton,60,0,79,Running
29,26,26,J Benson,59,0,76,Running
30,35,7,M Waltrip,59,0,73,Running
31,37,77,R Pressley,59,0,70,Running
32,38,9,J Nadeau,59,0,67,Running
33,36,66,D Waltrip,59,0,64,Running
34,39,36,E Irvan,59,0,61,Running
35,34,10,R Rudd,59,0,58,Running
36,11,60,G Bodine,59,0,55,Running
37,24,98,R Mast,58,0,52,Running
38,32,1,S Park,57,0,49,Running
39,33,21,E Sadler,37,0,46,Retired
