F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,01,C Barron,60,31,185,Running
2,1,25,T Barron,60,29,175,Running
3,10,5,T Labonte,59,0,165,Running
4,4,88,D Jarrett,59,0,160,Running
5,3,24,J Gordon,59,0,155,Running
6,7,18,B Labonte,59,0,150,Running
7,9,2,R Wallace,59,0,146,Running
8,6,97,C Little,59,0,142,Running
9,19,43,J Andretti,59,0,138,Running
10,31,23,J Spencer,59,0,134,Running
11,13,12,J Mayfield,59,0,130,Running
12,12,94,B Elliott,59,0,127,Running
13,8,6,M Martin,59,0,124,Running
14,30,4,B Hamilton,59,0,121,Running
15,17,22,W Burton,59,0,118,Running
16,37,40,S Marlin,59,0,115,Running
17,5,99,J Burton,59,0,112,Running
18,25,10,R Rudd,59,0,109,Running
19,21,11,B Bodine,59,0,106,Running
20,22,42,J Nemechek,59,0,103,Running
21,28,36,E Irvan,58,0,100,Running
22,14,59,M Gibson,58,0,97,Running
23,33,7,G Bodine,58,0,94,Running
24,24,50,R Craven,58,0,91,Running
25,23,77,R Pressley,58,0,88,Running
26,18,16,T Musgrave,58,0,85,Running
27,26,28,K Irwin Jr.,58,0,82,Running
28,29,1,S Park,58,0,79,Running
29,32,91,K Lepage,58,0,76,Running
30,35,9,L Speed,58,0,73,Running
31,15,30,D Cope,58,0,70,Running
32,36,46,W Dallenbach Jr.,58,0,67,Running
33,20,31,M Skinner,58,0,64,Running
34,38,3,D Earnhardt,58,0,61,Running
35,27,75,R Mast,58,0,58,Running
36,11,26,J Benson Jr.,58,0,55,Running
37,16,33,K Schrader,58,0,52,Running
38,34,21,M Waltrip,57,0,49,Running
39,39,44,K Petty,57,0,46,Running
