F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,6,22,W Burton,60,3,180,Running
2,4,28,R Rudd,60,12,175,Running
3,14,10,J Benson,60,0,165,Running
4,28,25,T Barron,60,7,165,Running
5,3,24,J Gordon,60,0,155,Running
6,10,2,R Wallace,60,0,150,Running
7,18,1,S Park,60,0,146,Running
8,7,6,M Martin,60,0,142,Running
9,21,26,J Spencer,60,0,138,Running
10,5,99,J Burton,60,0,134,Running
11,39,93,D Blaney,60,0,130,Running
12,13,31,M Skinner,60,0,127,Running
13,25,00,B Jones,60,0,124,Running
14,16,40,S Marlin,60,0,121,Running
15,2,88,D Jarrett,60,0,118,Running
16,9,20,T Stewart,60,0,115,Running
17,31,02,C Barron,60,0,112,Running
18,36,50,R Craven,60,0,109,Running
19,15,17,M Kenseth,60,0,106,Running
20,34,7,M Waltrip,60,0,103,Running
21,12,8,D Earnhardt Jr.,59,0,100,Running
22,38,32,S Pruett,59,0,97,Running
23,17,94,B Elliott,59,0,94,Running
24,27,11,B Bodine,59,0,91,Running
25,24,97,C Little,59,0,88,Running
26,22,60,G Bodine,59,0,85,Running
27,30,75,W Dallenbach,59,0,82,Running
28,32,66,D Waltrip,59,0,79,Running
29,33,43,J Andretti,59,0,76,Running
30,20,12,J Mayfield,58,0,73,Running
31,11,5,T Labonte,58,6,75,Running
32,8,18,B LaBonte,58,0,67,Running
33,1,3,D Earnhardt,44,32,74,Accident
34,19,77,R Pressley,39,0,61,Retired
35,29,44,K Petty,38,0,58,Retired
36,26,01,T Musgrave,38,0,55,Retired
37,23,21,E Sadler,27,0,52,Susp
38,37,9,S Compton,18,0,49,Tire
39,35,71,D Marcis,12,0,46,Accident
