F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,12,25,T Barron,75,72,185,Running
2,15,02,C Barron,74,0,170,Running
3,20,26,J Spencer,74,0,165,Running
4,25,18,B Labonte,73,0,160,Running
5,10,99,J Burton,73,0,155,Running
6,11,21,E Sadler,73,0,150,Running
7,9,55,B Hamilton,73,0,146,Running
8,4,88,D Jarrett,73,0,142,Running
9,6,22,W Burton,73,0,138,Running
10,1,28,R Rudd,73,3,139,Running
11,24,32,R Craven,73,0,130,Running
12,28,10,J Benson,73,0,127,Running
13,13,20,T Stewart,73,0,124,Running
14,21,8,D Earnhardt Jr.,73,0,121,Running
15,18,5,T Labonte,73,0,118,Running
16,22,33,J Nemechek,73,0,115,Running
17,2,40,S Marlin,73,0,112,Running
18,33,19,C Atwood,73,0,109,Running
19,14,15,M Waltrip,73,0,106,Running
20,19,9,B Elliott,73,0,103,Running
21,3,24,J Gordon,73,0,100,Running
22,23,93,D Blaney,73,0,97,Running
23,41,14,R Hornaday,73,0,94,Running
24,38,01,J Leffler,73,0,91,Running
25,17,36,K Schrader,72,0,88,Running
26,8,29,K Harvick,72,0,85,Running
27,35,12,J Mayfield,72,0,82,Running
28,16,7,M Wallace,72,0,79,Running
29,5,2,R Wallace,72,0,76,Running
30,36,77,R Pressley,72,0,73,Running
31,32,1,S Park,72,0,70,Running
32,39,31,M Skinner,72,0,67,Running
33,27,66,T Bodine,72,0,64,Running
34,37,17,M Kenseth,72,0,61,Running
35,7,43,J Andretti,72,0,58,Running
36,30,6,M Martin,72,0,55,Running
37,31,97,K Busch,72,0,52,Running
38,29,92,S Compton,72,0,49,Running
39,34,11,B Bodine,72,0,46,Running
40,26,4,K Lepage,71,0,43,Running
41,42,44,B Jones,71,0,40,Running
42,40,45,K Petty,70,0,37,Running
