F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,9,02,C Barron,41,39,185,Running
2,21,25,T Barron,41,0,170,Running
3,18,24,J Gordon,40,0,165,Running
4,1,18,B Labonte,40,2,165,Running
5,25,6,M Martin,40,0,155,Running
6,5,28,R Rudd,40,0,150,Running
7,13,99,J Burton,39,0,146,Running
8,8,17,M Kenseth,39,0,142,Running
9,15,8,D Earnhardt Jr.,39,0,138,Running
10,20,26,J Spencer,39,0,134,Running
11,6,29,K Harvick,39,0,130,Running
12,3,40,S Marlin,39,0,127,Running
13,7,2,R Wallace,39,0,124,Running
14,4,10,J Benson,39,0,121,Running
15,26,55,B Hamilton,39,0,118,Running
16,11,9,B Elliott,39,0,115,Running
17,19,88,D Jarrett,39,0,112,Running
18,22,33,J Nemechek,39,0,109,Running
19,29,11,B Bodine,39,0,106,Running
20,10,36,K Schrader,39,0,103,Running
21,17,93,D Blaney,39,0,100,Running
22,39,97,K Busch,39,0,97,Running
23,24,19,C Atwood,39,0,94,Running
24,33,32,R Craven,39,0,91,Running
25,23,5,T Labonte,39,0,88,Running
26,27,90,H Stricklin,39,0,85,Running
27,14,22,W Burton,39,0,82,Running
28,42,7,M Wallace,39,0,79,Running
29,38,21,E Sadler,39,0,76,Running
30,31,01,J Leffler,39,0,73,Running
31,28,66,T Bodine,39,0,70,Running
32,41,1,S Park,39,0,67,Running
33,35,15,M Waltrip,39,0,64,Running
34,12,77,R Pressley,39,0,61,Running
35,37,31,M Skinner,39,0,58,Running
36,40,92,S Compton,39,0,55,Running
37,32,4,K Lepage,39,0,52,Running
38,16,43,J Andretti,39,0,49,Running
39,30,14,R Hornaday,39,0,46,Running
40,34,12,J Mayfield,39,0,43,Running
41,36,27,K Wallace,39,0,40,Running
42,2,20,T Stewart,37,0,37,Running
