F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,6,24,J Gordon,60,16,180,Running
2,14,20,T Stewart,60,0,170,Running
3,36,29,K Harvick,60,0,165,Running
4,4,8,D Earnhardt Jr.,60,0,160,Running
5,12,17,M Kenseth,60,0,155,Running
6,2,25,T Barron,60,42,160,Running
7,3,88,D Jarrett,60,0,146,Running
8,19,93,D Blaney,60,0,142,Running
9,17,97,K Busch,60,0,138,Running
10,11,5,T Labonte,60,0,134,Running
11,41,21,E Sadler,60,0,130,Running
12,21,33,J Nemechek,60,0,127,Running
13,10,36,K Schrader,60,0,124,Running
14,25,15,M Waltrip,60,0,121,Running
15,8,28,R Rudd,59,0,118,Running
16,18,10,J Benson,59,0,115,Running
17,26,11,B Bodine,59,0,112,Running
18,30,32,R Craven,59,0,109,Running
19,13,18,B Labonte,59,0,106,Running
20,20,12,J Mayfield,59,0,103,Running
21,42,22,W Burton,59,0,100,Running
22,24,19,C Atwood,59,0,97,Running
23,34,66,T Bodine,59,0,94,Running
24,28,43,J Andretti,59,0,91,Running
25,38,1,S Park,59,0,88,Running
26,39,92,S Compton,59,0,85,Running
27,15,9,B Elliott,59,0,82,Running
28,27,55,B Hamilton,59,0,79,Running
29,33,26,J Spencer,59,0,76,Running
30,35,01,J Leffler,58,0,73,Running
31,22,99,J Burton,58,0,70,Running
32,23,27,K Wallace,58,0,67,Running
33,16,7,M Wallace,58,0,64,Running
34,31,14,R Hornaday,58,0,61,Running
35,32,44,B Jones,58,0,58,Running
36,40,31,M Skinner,57,0,55,Running
37,5,40,S Marlin,46,0,52,Retired
38,37,4,K Lepage,43,0,49,Accident
39,29,77,R Pressley,43,0,46,Accident
40,9,2,R Wallace,40,0,43,Fuel Lk
41,7,6,M Martin,40,0,40,Accident
42,1,02,C Barron,39,2,42,Accident
