F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,25,T Barron,59,16,180,Running
2,1,01,C Barron,59,7,175,Running
3,6,6,M Martin,59,19,175,Running
4,3,3,D Earnhardt,59,0,160,Running
5,5,2,R Wallace,59,6,160,Running
6,30,43,J Andretti,59,2,155,Running
7,36,22,W Burton,58,0,146,Running
8,14,18,B Labonte,58,2,147,Running
9,24,42,J Nemechek,58,0,138,Running
10,21,26,J Benson Jr.,58,0,134,Running
11,10,99,J Burton,58,0,130,Running
12,9,33,K Schrader,58,0,127,Running
13,19,90,D Trickle,58,0,124,Running
14,11,4,B Hamilton,58,0,121,Running
15,37,30,D Cope,58,0,118,Running
16,12,23,J Spencer,58,0,115,Running
17,22,59,M Gibson,58,0,112,Running
18,26,46,W Dallenbach Jr.,58,0,109,Running
19,42,91,K Lepage,58,0,106,Running
20,40,41,S Grissom,58,0,103,Running
21,4,24,J Gordon,58,2,105,Running
22,31,81,K Wallace,57,0,97,Running
23,18,31,M Skinner,57,0,94,Running
24,33,77,R Pressley,57,0,91,Running
25,16,36,E Irvan,57,2,93,Running
26,32,12,J Mayfield,57,0,85,Running
27,23,21,M Waltrip,34,0,82,Retired
28,17,11,B Bodine,34,0,79,Retired
29,8,94,B Elliott,34,3,81,Retired
30,38,44,K Petty,33,0,73,Retired
31,34,28,K Irwin Jr.,33,0,70,Retired
32,35,9,L Speed,33,0,67,Retired
33,39,13,J Nadeau,33,0,64,Retired
34,25,16,T Musgrave,22,0,61,Accident
35,13,5,T Labonte,22,0,58,Accident
36,27,40,S Marlin,15,0,55,Retired
37,28,1,S Park,15,0,52,Retired
38,20,7,G Bodine,15,0,49,Retired
39,15,97,C Little,15,0,46,Accident
40,7,88,D Jarrett,15,0,43,Accident
41,29,50,R Craven,14,0,40,Accident
42,41,10,R Rudd,14,0,37,Retired
