F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,02,C Barron,75,41,185,Running
2,2,25,T Barron,75,34,175,Running
3,3,88,D Jarrett,75,0,165,Running
4,5,31,M Skinner,75,0,160,Running
5,14,99,J Burton,75,0,155,Running
6,12,6,M Martin,75,0,150,Running
7,20,55,K Wallace,75,0,146,Running
8,13,2,R Wallace,75,0,142,Running
9,31,24,J Gordon,75,0,138,Running
10,15,44,K Petty,75,0,134,Running
11,11,8,D Earnhardt Jr.,75,0,130,Running
12,23,17,M Kenseth,75,0,127,Running
13,6,18,B Labonte,75,0,124,Running
14,19,3,D Earnhardt,75,0,121,Running
15,30,43,J Andretti,74,0,118,Running
16,9,75,T Musgrave,74,0,115,Running
17,25,21,E Sadler,74,0,112,Running
18,28,98,R Mast,74,0,109,Running
19,24,23,J Spencer,74,0,106,Running
20,40,5,T Labonte,74,0,103,Running
21,26,4,B Hamilton,74,0,100,Running
22,7,12,J Mayfield,74,0,97,Running
23,36,16,K Lepage,74,0,94,Running
24,33,60,G Bodine,74,0,91,Running
25,10,40,S Marlin,74,0,88,Running
26,4,20,T Stewart,74,0,85,Running
27,16,94,B Elliott,73,0,82,Running
28,41,41,D Green,73,0,79,Running
29,27,10,R Rudd,73,0,76,Running
30,21,7,M Waltrip,73,0,73,Running
31,37,11,B Bodine,73,0,70,Running
32,29,1,S Park,72,0,67,Running
33,38,77,R Pressley,72,0,64,Running
34,22,9,J Nadeau,72,0,61,Running
35,42,66,D Waltrip,72,0,58,Running
36,35,33,K Schrader,72,0,55,Running
37,17,28,K Irwin Jr.,71,0,52,Running
38,39,42,J Nemechek,70,0,49,Running
39,32,36,E Irvan,69,0,46,Running
40,34,26,J Benson,63,0,43,Retired
41,18,97,C Little,37,0,40,Susp
42,8,22,W Burton,26,0,37,Valve
