F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,25,T Barron,51,51,185,Running
2,2,02,C Barron,51,0,170,Running
3,32,18,B Labonte,50,0,165,Running
4,5,24,J Gordon,50,0,160,Running
5,9,22,W Burton,50,0,155,Running
6,14,8,D Earnhardt Jr.,50,0,150,Running
7,4,6,M Martin,50,0,146,Running
8,6,88,D Jarrett,50,0,142,Running
9,7,2,R Wallace,50,0,138,Running
10,17,5,T Labonte,50,0,134,Running
11,8,3,D Earnhardt,49,0,130,Running
12,11,99,J Burton,49,0,127,Running
13,23,1,S Park,49,0,124,Running
14,18,31,M Skinner,49,0,121,Running
15,26,4,B Hamilton,49,0,118,Running
16,36,16,K Lepage,49,0,115,Running
17,21,12,J Mayfield,49,0,112,Running
18,31,55,K Wallace,49,0,109,Running
19,25,60,G Bodine,49,0,106,Running
20,10,21,E Sadler,49,0,103,Running
21,28,7,M Waltrip,49,0,100,Running
22,38,98,R Mast,49,0,97,Running
23,27,10,R Rudd,49,0,94,Running
24,22,11,B Bodine,49,0,91,Running
25,12,43,J Andretti,49,0,88,Running
26,29,94,B Elliott,49,0,85,Running
27,19,42,J Nemechek,49,0,82,Running
28,39,77,R Pressley,49,0,79,Running
29,33,26,J Benson,49,0,76,Running
30,24,9,J Nadeau,49,0,73,Running
31,41,36,E Irvan,49,0,70,Running
32,40,66,D Waltrip,49,0,67,Running
33,13,17,M Kenseth,48,0,64,Running
34,35,75,T Musgrave,48,0,61,Running
35,20,97,C Little,48,0,58,Running
36,15,40,S Marlin,48,0,55,Running
37,37,33,K Schrader,48,0,52,Running
38,30,23,J Spencer,48,0,49,Running
39,16,28,K Irwin Jr.,48,0,46,Running
40,42,41,D Green,48,0,43,Running
41,3,20,T Stewart,48,0,40,Running
42,34,44,K Petty,47,0,37,Running
