F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,02,C Barron,30,27,185,Running
2,2,25,T Barron,30,0,170,Running
3,8,88,D Jarrett,30,0,165,Running
4,11,6,M Martin,30,3,165,Running
5,3,17,M Kenseth,30,0,155,Running
6,14,31,M Skinner,30,0,150,Running
7,7,20,T Stewart,30,0,146,Running
8,4,18,B Labonte,30,0,142,Running
9,20,3,D Earnhardt,30,0,138,Running
10,13,12,J Mayfield,30,0,134,Running
11,9,24,J Gordon,30,0,130,Running
12,5,1,S Park,30,0,127,Running
13,6,22,W Burton,30,0,124,Running
14,10,33,K Schrader,30,0,121,Running
15,33,43,J Andretti,30,0,118,Running
16,36,8,D Earnhardt Jr.,30,0,115,Running
17,16,4,B Hamilton,30,0,112,Running
18,12,5,T Labonte,30,0,109,Running
19,25,97,C Little,30,0,106,Running
20,26,7,M Waltrip,30,0,103,Running
21,30,40,S Marlin,30,0,100,Running
22,32,44,K Petty,30,0,97,Running
23,29,28,K Irwin Jr.,30,0,94,Running
24,37,10,R Rudd,30,0,91,Running
25,24,26,J Benson,30,0,88,Running
26,34,2,R Wallace,30,0,85,Running
27,21,23,J Spencer,30,0,82,Running
28,41,21,E Sadler,30,0,79,Running
29,31,60,G Bodine,30,0,76,Running
30,18,98,R Mast,30,0,73,Running
31,27,9,J Nadeau,30,0,70,Running
32,17,42,J Nemechek,30,0,67,Running
33,15,16,K Lepage,30,0,64,Running
34,35,41,D Green,30,0,61,Running
35,42,11,B Bodine,30,0,58,Running
36,38,45,R Bickle,29,0,55,Running
37,39,36,E Irvan,29,0,52,Running
38,40,66,D Waltrip,29,0,49,Running
39,19,75,T Musgrave,29,0,46,Running
40,23,55,K Wallace,29,0,43,Running
41,22,94,B Elliott,28,0,40,Running
42,28,99,J Burton,25,0,37,Running
