F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,25,T Barron,41,28,185,Running
2,32,31,R Gordon,41,0,170,Running
3,21,15,M Waltrip,41,0,165,Running
4,13,82,T Musgrave,41,0,160,Running
5,23,38,E Sadler,41,0,155,Running
6,27,40,S Marlin,41,0,150,Running
7,20,19,J Mayfield,41,0,146,Running
8,39,0,J Leffler,41,0,142,Running
9,24,1,S Park,41,0,138,Running
10,18,5,T Labonte,41,0,134,Running
11,6,02,C Barron,40,0,130,Running
12,2,17,M Kenseth,40,0,127,Running
13,4,48,J Johnson,40,13,129,Running
14,8,12,R Newman,40,0,121,Running
15,17,10,J Benson,40,0,118,Running
16,3,24,J Gordon,40,0,115,Running
17,35,79,B Bigley Jr.,40,0,112,Running
18,31,47,R Smith,40,0,109,Running
19,9,8,D Earnhardt Jr.,40,0,106,Running
20,16,9,B Elliott,39,0,103,Running
21,14,18,B Labonte,39,0,100,Running
22,7,2,R Wallace,39,0,97,Running
23,36,23,K Wallace,39,0,94,Running
24,34,54,T Bodine,38,0,91,Running
25,19,21,R Rudd,19,0,88,Accident
26,26,30,J Green,18,0,85,Accident
27,30,32,R Craven,18,0,82,Accident
28,5,22,W Burton,18,0,79,Accident
29,12,29,K Harvick,18,0,76,Accident
30,10,97,K Busch,18,0,73,Accident
31,33,88,D Jarrett,17,0,70,Clutch
32,29,01,J Nadeau,17,0,67,Retired
33,40,49,K Schrader,17,0,64,Tire
34,42,42,J McMurray,17,0,61,Retired
35,37,46,C Long,17,0,58,Accident
36,15,6,M Martin,17,0,55,Accident
37,11,77,D Blaney,17,0,52,Accident
38,22,16,G Biffle,16,0,49,Accident
39,41,20,T Stewart,16,0,46,Accident
40,25,99,J Burton,16,0,43,Accident
41,38,7,J Spencer,16,0,40,Accident
42,28,45,K Petty,16,0,37,Accident
