F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,4,02,C Barron,59,58,185,Running
2,14,25,T Barron,59,0,170,Running
3,11,8,D Earnhardt Jr.,59,0,165,Running
4,18,22,W Burton,59,0,160,Running
5,27,20,T Stewart,59,0,155,Running
6,28,97,K Busch,59,0,150,Running
7,6,9,B Elliott,59,0,146,Running
8,8,99,J Burton,58,0,142,Running
9,3,18,B Labonte,58,0,138,Running
10,24,5,T Labonte,58,0,134,Running
11,15,29,K Harvick,58,0,130,Running
12,23,17,M Kenseth,58,0,127,Running
13,34,54,T Bodine,58,0,124,Running
14,19,15,M Waltrip,58,0,121,Running
15,9,24,J Gordon,58,0,118,Running
16,16,2,R Wallace,58,0,115,Running
17,5,82,T Musgrave,58,0,112,Running
18,21,16,G Biffle,58,0,109,Running
19,41,41,C Mears,58,0,106,Running
20,39,32,R Craven,58,0,103,Running
21,2,42,J McMurray,57,0,100,Running
22,30,21,R Rudd,57,0,97,Running
23,12,10,J Benson,57,0,94,Running
24,25,7,J Spencer,57,0,91,Running
25,35,46,C Long,57,0,88,Running
26,37,1,S Park,57,0,85,Running
27,17,31,R Gordon,57,0,82,Running
28,38,19,J Mayfield,57,0,79,Running
29,33,79,B Bigley Jr.,57,0,76,Running
30,31,23,K Wallace,57,0,73,Running
31,22,01,J Nadeau,57,0,70,Running
32,36,49,K Schrader,56,0,67,Running
33,32,74,T Raines,56,0,64,Running
34,1,48,J Johnson,30,1,66,Camshaft
35,20,6,M Martin,29,0,58,Overheat
36,26,88,D Jarrett,28,0,55,Accident
37,13,12,R Newman,28,0,52,Accident
38,10,40,S Marlin,28,0,49,Accident
39,7,38,E Sadler,28,0,46,Accident
40,40,47,R Smith,27,0,43,Accident
41,29,30,J Green,27,0,40,Accident
