F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,25,T Barron,56,11,180,Running
2,16,17,M Kenseth,56,21,180,Running
3,11,48,J Johnson,56,4,170,Running
4,1,29,K Harvick,56,19,165,Running
5,9,99,J Burton,56,0,155,Running
6,19,8,D Earnhardt Jr.,56,0,150,Running
7,7,20,T Stewart,56,0,146,Running
8,24,24,J Gordon,56,0,142,Running
9,21,42,J McMurray,56,0,138,Running
10,5,97,K Busch,56,0,134,Running
11,8,5,T Labonte,56,0,130,Running
12,13,40,S Marlin,56,0,127,Running
13,30,10,J Benson,56,0,124,Running
14,12,19,J Mayfield,55,0,121,Running
15,40,12,R Newman,55,0,118,Running
16,35,22,W Burton,55,1,120,Running
17,3,16,G Biffle,55,0,112,Running
18,25,7,J Spencer,55,0,109,Running
19,31,88,D Jarrett,55,0,106,Running
20,42,2,R Wallace,55,0,103,Running
21,33,31,R Gordon,55,0,100,Running
22,17,15,M Waltrip,55,0,97,Running
23,22,21,R Rudd,55,0,94,Running
24,10,6,M Martin,55,0,91,Running
25,34,1,S Park,55,0,88,Running
26,14,77,D Blaney,55,0,85,Running
27,15,02,C Barron,55,0,82,Running
28,20,32,R Craven,55,0,79,Running
29,6,9,B Elliott,55,0,76,Running
30,32,54,T Bodine,55,0,73,Running
31,28,23,K Wallace,55,0,70,Running
32,18,75,D Starr,55,0,67,Running
33,39,74,T Raines,55,0,64,Running
34,27,79,B Bigley Jr.,55,0,61,Running
35,41,38,E Sadler,55,0,58,Running
36,38,43,J Andretti,55,0,55,Running
37,29,46,C Long,55,0,52,Running
38,36,47,R Smith,55,0,49,Running
39,23,0,J Sprague,55,0,46,Running
40,4,18,B Labonte,55,0,43,Running
41,37,41,C Mears,54,0,40,Running
42,26,82,T Musgrave,18,0,37,Retired
