F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,18,40,S Marlin,29,1,180,Running
2,33,79,B Bigley Jr.,29,0,170,Running
3,24,23,K Wallace,29,0,165,Running
4,7,9,B Elliott,29,6,170,Running
5,15,38,E Sadler,29,0,155,Running
6,25,88,D Jarrett,29,5,155,Running
7,21,21,R Rudd,29,0,146,Running
8,23,1,S Park,29,0,142,Running
9,31,10,J Benson,29,0,138,Running
10,11,2,R Wallace,29,0,134,Running
11,4,18,B Labonte,29,2,135,Running
12,42,25,T Barron,29,2,132,Running
13,2,17,M Kenseth,29,0,124,Running
14,27,31,R Gordon,29,4,126,Running
15,14,16,G Biffle,29,0,118,Running
16,20,22,W Burton,29,3,120,Running
17,34,7,J Spencer,29,0,112,Running
18,26,46,C Long,29,0,109,Running
19,40,45,K Petty,29,0,106,Running
20,13,20,T Stewart,28,0,103,Running
21,12,97,K Busch,28,4,105,Running
22,36,82,T Musgrave,28,0,97,Running
23,29,54,T Bodine,28,0,94,Running
24,6,15,M Waltrip,26,0,91,Running
25,8,48,J Johnson,17,0,88,No Fuel
26,22,02,C Barron,16,0,85,Accident
27,32,01,J Nadeau,16,0,82,Retired
28,10,6,M Martin,16,0,79,Accident
29,16,42,J McMurray,6,0,76,Running
30,1,29,K Harvick,3,0,73,Retired
31,9,8,D Earnhardt Jr.,3,1,75,Retired
32,38,75,D Starr,3,0,67,Retired
33,17,99,J Burton,2,0,64,Header
34,19,5,T Labonte,2,0,61,Accident
35,5,24,J Gordon,2,1,63,Accident
36,3,12,R Newman,2,0,55,Retired
37,35,19,J Mayfield,2,0,52,Accident
38,28,32,R Craven,2,0,49,Piston
39,39,30,J Green,2,0,46,Retired
40,41,41,C Mears,2,0,43,Accident
41,30,0,J Leffler,2,0,40,Accident
42,37,4,M Skinner,2,0,37,Retired
