F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,6,8,D Earnhardt Jr.,49,8,180,Running
2,12,02,C Barron,49,0,170,Running
3,17,29,K Harvick,49,3,170,Running
4,7,12,R Newman,49,0,160,Running
5,1,20,T Stewart,49,37,165,Running
6,19,15,M Waltrip,49,0,150,Running
7,34,18,B Labonte,49,0,146,Running
8,5,9,B Elliott,49,0,142,Running
9,18,24,J Gordon,49,0,138,Running
10,28,16,G Biffle,49,0,134,Running
11,30,25,T Barron,49,1,135,Running
12,40,42,J McMurray,49,0,127,Running
13,11,21,R Rudd,49,0,124,Running
14,10,17,M Kenseth,49,0,121,Running
15,31,97,K Busch,49,0,118,Running
16,22,99,J Burton,49,0,115,Running
17,13,19,J Mayfield,49,0,112,Running
18,26,2,R Wallace,49,0,109,Running
19,24,88,D Jarrett,49,0,106,Running
20,4,48,J Johnson,49,0,103,Running
21,14,5,T Labonte,49,0,100,Running
22,35,7,J Spencer,49,0,97,Running
23,16,82,T Musgrave,49,0,94,Running
24,23,40,S Marlin,49,0,91,Running
25,29,1,S Park,49,0,88,Running
26,21,30,J Green,49,0,85,Running
27,39,47,R Smith,49,0,82,Running
28,15,01,J Nadeau,49,0,79,Running
29,27,23,K Wallace,49,0,76,Running
30,2,10,J Benson,49,0,73,Running
31,9,31,R Gordon,49,0,70,Running
32,25,54,T Bodine,49,0,67,Running
33,32,38,E Sadler,49,0,64,Running
34,8,22,W Burton,49,0,61,Running
35,3,6,M Martin,48,0,58,Running
36,38,46,C Long,48,0,55,Running
37,33,49,K Schrader,48,0,52,Running
38,37,77,D Blaney,48,0,49,Running
39,20,32,R Craven,48,0,46,Running
40,41,41,C Mears,44,0,43,Running
41,36,74,T Raines,44,0,40,Running
42,42,75,D Starr,43,0,37,Running
