F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,3,25,T Barron,75,25,180,Running
2,1,02,C Barron,75,50,180,Running
3,18,38,E Sadler,75,0,165,Running
4,2,12,R Newman,75,0,160,Running
5,8,17,M Kenseth,75,0,155,Running
6,11,29,K Harvick,75,0,150,Running
7,5,16,G Biffle,75,0,146,Running
8,7,18,B Labonte,75,0,142,Running
9,9,2,R Wallace,75,0,138,Running
10,10,42,J McMurray,75,0,134,Running
11,21,48,J Johnson,75,0,130,Running
12,20,21,R Rudd,75,0,127,Running
13,16,40,S Marlin,75,0,124,Running
14,6,97,K Busch,74,0,121,Running
15,12,5,T Labonte,74,0,118,Running
16,4,9,B Elliott,74,0,115,Running
17,29,99,J Burton,74,0,112,Running
18,23,8,D Earnhardt Jr.,74,0,109,Running
19,19,19,J Mayfield,74,0,106,Running
20,22,30,J Green,74,0,103,Running
21,17,24,J Gordon,74,0,100,Running
22,27,32,R Craven,74,0,97,Running
23,30,22,W Burton,74,0,94,Running
24,39,01,J Nadeau,74,0,91,Running
25,28,7,J Spencer,74,0,88,Running
26,34,23,K Wallace,74,0,85,Running
27,15,6,M Martin,74,0,82,Running
28,14,15,M Waltrip,74,0,79,Running
29,37,82,T Musgrave,74,0,76,Running
30,40,10,J Benson,74,0,73,Running
31,25,88,D Jarrett,74,0,70,Running
32,26,46,C Long,74,0,67,Running
33,36,49,K Schrader,74,0,64,Running
34,35,45,K Petty,73,0,61,Running
35,32,77,D Blaney,73,0,58,Running
36,24,31,R Gordon,73,0,55,Running
37,33,79,B Bigley Jr.,73,0,52,Running
38,38,1,S Park,73,0,49,Running
39,42,41,C Beard,71,0,46,Running
40,13,20,T Stewart,62,0,43,Running
41,41,54,T Bodine,20,0,40,Ignition
42,31,0,J Leffler,16,0,37,Camshaft
