F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,4,48,J Johnson,29,9,185,Running
2,8,18,B Labonte,29,0,170,Running
3,22,38,E Sadler,29,3,170,Running
4,32,23,K Wallace,29,0,160,Running
5,19,99,J Burton,29,2,160,Running
6,12,15,M Waltrip,29,0,150,Running
7,34,7,J Spencer,29,0,146,Running
8,25,10,J Benson,29,2,147,Running
9,17,88,D Jarrett,29,0,138,Running
10,23,42,J McMurray,29,0,134,Running
11,5,16,G Biffle,29,6,135,Running
12,36,47,R Smith,29,0,127,Running
13,15,19,J Mayfield,29,0,124,Running
14,20,21,R Rudd,29,0,121,Running
15,18,9,B Elliott,29,0,118,Running
16,42,02,C Barron,29,0,115,Running
17,26,25,T Barron,29,2,117,Running
18,24,2,R Wallace,29,0,109,Running
19,35,41,C Mears,29,0,106,Running
20,31,1,S Park,29,0,103,Running
21,27,22,W Burton,29,0,100,Running
22,3,24,J Gordon,29,1,102,Running
23,7,5,T Labonte,29,0,94,Running
24,33,49,K Schrader,29,0,91,Running
25,21,32,R Craven,29,2,93,Running
26,10,97,K Busch,29,1,90,Running
27,29,30,J Green,28,0,82,Running
28,13,20,T Stewart,28,0,79,Running
29,14,12,R Newman,27,0,76,Running
30,41,79,B Bigley Jr.,22,0,73,Header
31,2,29,K Harvick,11,1,75,Retired
32,16,77,D Blaney,10,0,67,Retired
33,30,82,T Musgrave,3,0,64,Retired
34,39,74,T Raines,3,0,61,Retired
35,40,54,T Bodine,3,0,58,Retired
36,9,31,R Gordon,3,0,55,Retired
37,37,46,C Long,3,0,52,Retired
38,38,4,M Skinner,3,0,49,Retired
39,28,40,S Marlin,3,0,46,Retired
40,11,6,M Martin,3,0,43,Retired
41,6,8,D Earnhardt Jr.,2,0,40,Retired
42,1,17,M Kenseth,0,0,0,Retired
