F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,25,T Barron,75,59,185,Running
2,5,8,D Earnhardt Jr.,75,0,170,Running
3,12,99,J Burton,75,0,165,Running
4,3,5,T Labonte,75,0,160,Running
5,19,17,M Kenseth,75,0,155,Running
6,10,6,M Martin,74,0,150,Running
7,13,31,R Gordon,74,0,146,Running
8,22,97,K Busch,74,0,142,Running
9,27,16,G Biffle,74,0,138,Running
10,4,48,J Johnson,74,1,139,Running
11,6,9,B Elliott,74,0,130,Running
12,26,49,K Schrader,74,0,127,Running
13,7,24,J Gordon,74,1,129,Running
14,28,82,T Musgrave,74,0,121,Running
15,30,46,C Long,74,0,118,Running
16,20,10,J Benson,74,0,115,Running
17,23,23,K Wallace,74,0,112,Running
18,11,38,E Sadler,74,0,109,Running
19,17,40,S Marlin,73,0,106,Running
20,38,47,R Smith,73,0,103,Running
21,29,54,T Bodine,73,0,100,Running
22,15,12,R Newman,73,0,97,Running
23,24,20,T Stewart,73,0,94,Running
24,18,42,J McMurray,73,0,91,Running
25,21,7,J Spencer,73,0,88,Running
26,14,19,J Mayfield,73,0,85,Running
27,32,01,J Nadeau,73,0,82,Running
28,40,88,D Jarrett,73,0,79,Running
29,41,43,J Andretti,73,0,76,Running
30,33,77,D Blaney,73,0,73,Running
31,16,18,B Labonte,72,0,70,Running
32,39,79,B Bigley Jr.,72,0,67,Retired
33,1,02,C Barron,72,14,69,Running
34,35,1,S Park,72,0,61,Running
35,34,15,M Waltrip,72,0,58,Running
36,37,2,R Wallace,70,0,55,Running
37,31,21,R Rudd,69,0,52,Running
38,9,29,K Harvick,61,0,49,Accident
39,42,4,M Skinner,58,0,46,Retired
40,36,32,R Craven,28,0,43,Accident
41,8,22,W Burton,24,0,40,Retired
42,25,45,K Petty,1,0,37,Valve
