F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,25,02,C Barron,30,10,185,Running
2,5,12,R Newman,30,7,175,Running
3,16,25,T Barron,30,1,170,Running
4,4,8,D Earnhardt Jr.,30,4,165,Running
5,3,20,T Stewart,30,5,160,Running
6,8,24,J Gordon,30,2,155,Running
7,2,17,M Kenseth,30,1,151,Running
8,20,29,K Harvick,30,0,142,Running
9,10,99,J Burton,30,0,138,Running
10,40,97,K Busch,30,0,134,Running
11,15,40,S Marlin,30,0,130,Running
12,11,9,B Elliott,30,0,127,Running
13,30,31,R Gordon,30,0,124,Running
14,19,15,M Waltrip,30,0,121,Running
15,27,6,M Martin,30,0,118,Running
16,26,5,T Labonte,30,0,115,Running
17,42,19,J Mayfield,30,0,112,Running
18,1,48,J Johnson,30,0,109,Running
19,17,2,R Wallace,30,0,106,Running
20,9,42,J McMurray,30,0,103,Running
21,31,88,D Jarrett,30,0,100,Running
22,32,74,T Raines,30,0,97,Running
23,13,82,T Musgrave,30,0,94,Running
24,29,10,J Benson,30,0,91,Running
25,14,54,T Bodine,30,0,88,Running
26,35,46,C Long,30,0,85,Running
27,28,38,E Sadler,30,0,82,Running
28,6,18,B Labonte,30,0,79,Running
29,7,16,G Biffle,30,0,76,Running
30,18,1,S Park,30,0,73,Running
31,34,7,J Spencer,30,0,70,Running
32,41,01,J Nadeau,30,0,67,Running
33,39,0,J Sprague,30,0,64,Running
34,33,43,J Andretti,30,0,61,Running
35,37,41,C Mears,30,0,58,Running
36,23,32,R Craven,30,0,55,Running
37,22,21,R Rudd,30,0,52,Running
38,12,22,W Burton,30,0,49,Running
39,24,23,K Wallace,30,0,46,Running
40,21,30,J Green,30,0,43,Running
41,36,79,B Bigley Jr.,16,0,40,Accident
42,38,75,D Starr,10,0,37,Valve
