F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,17,M Kenseth,38,16,185,Running
2,28,12,R Newman,38,2,175,Running
3,7,8,D Earnhardt Jr.,38,0,165,Running
4,12,29,K Harvick,38,0,160,Running
5,6,9,B Elliott,38,0,155,Running
6,33,19,J Mayfield,38,0,150,Running
7,23,5,T Labonte,38,1,151,Running
8,15,2,R Wallace,38,1,147,Running
9,38,21,R Rudd,38,0,138,Running
10,13,18,B Labonte,38,0,134,Running
11,9,24,J Gordon,38,0,130,Running
12,14,20,T Stewart,38,0,127,Running
13,25,16,G Biffle,38,0,124,Running
14,35,1,S Park,38,0,121,Running
15,3,48,J Johnson,38,0,118,Running
16,42,97,K Busch,38,0,115,Running
17,30,31,R Gordon,38,0,112,Running
18,26,6,M Martin,38,0,109,Running
19,32,10,J Benson,38,0,106,Running
20,17,22,W Burton,38,0,103,Running
21,8,40,S Marlin,38,0,100,Running
22,34,54,T Bodine,38,0,97,Running
23,18,7,J Spencer,38,0,94,Running
24,21,77,D Blaney,38,0,91,Running
25,19,32,R Craven,38,0,88,Running
26,36,23,K Wallace,38,0,85,Running
27,40,01,J Nadeau,38,0,82,Running
28,20,15,M Waltrip,38,0,79,Running
29,5,99,J Burton,38,0,76,Running
30,11,42,J McMurray,38,0,73,Running
31,16,38,E Sadler,38,0,70,Running
32,24,0,J Leffler,38,0,67,Running
33,37,4,M Skinner,38,0,64,Running
34,22,41,C Mears,38,0,61,Running
35,29,88,D Jarrett,38,0,58,Running
36,41,79,B Bigley Jr.,38,0,55,Running
37,31,46,C Long,38,0,52,Running
38,27,43,J Andretti,38,0,49,Running
39,39,49,K Schrader,38,0,46,Running
40,4,02,C Barron,37,16,53,Running
41,1,25,T Barron,37,2,45,Running
42,10,82,T Musgrave,33,0,37,Running
