F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,3,29,K Harvick,60,4,180,Running
2,5,24,J Gordon,60,35,180,Running
3,21,16,G Biffle,60,0,165,Running
4,15,20,T Stewart,60,0,160,Running
5,26,12,R Newman,60,0,155,Running
6,11,40,S Marlin,60,0,150,Running
7,4,17,M Kenseth,60,0,146,Running
8,34,32,R Craven,60,0,142,Running
9,6,82,T Musgrave,60,0,138,Running
10,20,2,R Wallace,60,0,134,Running
11,1,8,D Earnhardt Jr.,60,4,135,Running
12,9,42,J McMurray,60,0,127,Running
13,24,99,J Burton,60,0,124,Running
14,17,19,J Mayfield,60,0,121,Running
15,28,38,E Sadler,60,0,118,Running
16,36,01,J Nadeau,60,0,115,Running
17,31,54,T Bodine,60,0,112,Running
18,14,15,M Waltrip,60,0,109,Running
19,22,31,R Gordon,60,0,106,Running
20,13,77,D Blaney,60,0,103,Running
21,8,9,B Elliott,60,0,100,Running
22,32,4,M Skinner,60,0,97,Running
23,27,5,T Labonte,60,0,94,Running
24,7,18,B Labonte,60,0,91,Running
25,25,1,S Park,60,0,88,Running
26,18,23,K Wallace,60,0,85,Running
27,29,02,C Barron,60,0,82,Running
28,10,97,K Busch,60,0,79,Running
29,39,25,T Barron,60,0,76,Running
30,35,10,J Benson,59,0,73,Running
31,33,6,M Martin,59,0,70,Running
32,16,22,W Burton,59,0,67,Running
33,37,41,C Mears,59,0,64,Running
34,23,88,D Jarrett,59,0,61,Running
35,12,21,R Rudd,59,0,58,Running
36,30,0,J Sprague,59,0,55,Running
37,19,7,J Spencer,59,0,52,Running
38,2,48,J Johnson,55,17,54,Running
39,38,45,K Petty,26,0,46,Piston
