F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,3,02,C Barron,45,41,185,Running
2,6,25,T Barron,45,0,170,Running
3,2,9,B Elliott,45,4,170,Running
4,8,8,D Earnhardt Jr.,45,0,160,Running
5,4,17,M Kenseth,45,0,155,Running
6,9,5,T Labonte,45,0,150,Running
7,7,24,J Gordon,44,0,146,Running
8,1,12,R Newman,44,0,142,Running
9,13,31,R Gordon,44,0,138,Running
10,23,18,B Labonte,44,0,134,Running
11,11,20,T Stewart,44,0,130,Running
12,17,6,M Martin,44,0,127,Running
13,31,99,J Burton,44,0,124,Running
14,5,82,T Musgrave,44,0,121,Running
15,24,48,J Johnson,44,0,118,Running
16,14,22,W Burton,44,0,115,Running
17,35,29,K Harvick,44,0,112,Running
18,28,15,M Waltrip,44,0,109,Running
19,27,77,D Blaney,44,0,106,Running
20,12,2,R Wallace,44,0,103,Running
21,29,88,D Jarrett,44,0,100,Running
22,15,19,J Mayfield,44,0,97,Running
23,40,32,R Craven,44,0,94,Running
24,10,42,J McMurray,44,0,91,Running
25,19,30,J Green,44,0,88,Running
26,25,97,K Busch,44,0,85,Running
27,37,38,E Sadler,44,0,82,Running
28,22,21,R Rudd,44,0,79,Running
29,21,54,T Bodine,44,0,76,Running
30,26,41,C Mears,44,0,73,Running
31,20,16,G Biffle,44,0,70,Running
32,32,10,J Benson,44,0,67,Running
33,34,1,S Park,44,0,64,Running
34,16,7,J Spencer,44,0,61,Running
35,39,49,K Schrader,44,0,58,Running
36,30,4,M Skinner,44,0,55,Running
37,38,79,B Bigley Jr.,44,0,52,Running
38,18,40,S Marlin,44,0,49,Running
39,33,01,J Nadeau,44,0,46,Running
40,36,23,K Wallace,44,0,43,Running
41,42,45,K Petty,44,0,40,Running
42,41,0,J Sprague,44,0,37,Running
