F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,18,25,T Barron,75,33,180,Running
2,7,02,C Barron,75,0,170,Running
3,1,12,R Newman,75,42,175,Running
4,3,42,J McMurray,75,0,160,Running
5,35,17,M Kenseth,75,0,155,Running
6,8,40,S Marlin,75,0,150,Running
7,34,22,W Burton,75,0,146,Running
8,41,18,B Labonte,75,0,142,Running
9,39,20,T Stewart,75,0,138,Running
10,33,77,D Blaney,75,0,134,Running
11,14,32,R Craven,75,0,130,Running
12,12,82,T Musgrave,75,0,127,Running
13,27,01,J Nadeau,75,0,124,Running
14,25,16,G Biffle,75,0,121,Running
15,19,15,M Waltrip,75,0,118,Running
16,5,31,R Gordon,75,0,115,Running
17,29,21,R Rudd,75,0,112,Running
18,22,19,J Mayfield,75,0,109,Running
19,10,46,C Long,75,0,106,Running
20,13,10,J Benson,74,0,103,Running
21,26,49,K Schrader,74,0,100,Running
22,23,4,M Skinner,74,0,97,Running
23,38,38,E Sadler,74,0,94,Retired
24,30,0,J Leffler,74,0,91,Running
25,40,2,R Wallace,74,0,88,Retired
26,21,97,K Busch,74,0,85,Running
27,9,5,T Labonte,74,0,82,Running
28,17,1,S Park,74,0,79,Running
29,11,9,B Elliott,74,0,76,Running
30,15,99,J Burton,74,0,73,Running
31,20,7,J Spencer,74,0,70,Running
32,4,29,K Harvick,74,0,67,Running
33,6,24,J Gordon,74,0,64,Running
34,37,54,T Bodine,74,0,61,Running
35,32,30,J Green,74,0,58,Running
36,31,75,D Starr,74,0,55,Running
37,24,43,J Andretti,73,0,52,Running
38,16,48,J Johnson,71,0,49,Running
39,28,88,D Jarrett,23,0,46,Piston
40,2,8,D Earnhardt Jr.,7,0,43,Valve
41,36,6,M Martin,5,0,40,Camshaft
