F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,02,C Barron,30,20,185,Running
2,40,25,T Barron,30,2,175,Running
3,3,48,J Johnson,30,7,170,Running
4,13,9,B Elliott,30,1,165,Running
5,20,20,T Stewart,30,0,155,Running
6,2,2,R Wallace,30,0,150,Running
7,17,17,M Kenseth,30,0,146,Running
8,10,6,M Martin,30,0,142,Running
9,15,32,R Craven,30,0,138,Running
10,4,99,J Burton,30,0,134,Running
11,14,12,R Newman,30,0,130,Running
12,8,18,B Labonte,30,0,127,Running
13,6,24,J Gordon,29,0,124,Running
14,33,28,R Rudd,29,0,121,Running
15,28,19,J Mayfield,29,0,118,Running
16,9,15,M Waltrip,29,0,115,Running
17,11,77,D Blaney,29,0,112,Running
18,21,43,J Andretti,29,0,109,Running
19,19,30,J Green,29,0,106,Running
20,32,4,M Skinner,29,0,103,Running
21,12,88,D Jarrett,29,0,100,Running
22,22,22,W Burton,29,0,97,Running
23,23,40,S Marlin,29,0,94,Running
24,16,31,R Gordon,29,0,91,Running
25,5,8,D Earnhardt Jr.,29,0,88,Running
26,35,10,J Benson,29,0,85,Running
27,26,41,J Spencer,29,0,82,Running
28,24,55,B Hamilton,29,0,79,Running
29,29,36,K Schrader,29,0,76,Running
30,34,11,B Bodine,29,0,73,Running
31,39,23,K Wallace,29,0,70,Running
32,18,21,E Sadler,29,0,67,Running
33,37,7,C Atwood,29,0,64,Running
34,30,5,T Labonte,29,0,61,Running
35,27,1,S Park,29,0,58,Running
36,38,14,S Compton,29,0,55,Running
37,36,26,T Bodine,29,0,52,Running
38,42,09,G Bodine,29,0,49,Running
39,41,49,S Robinson,29,0,46,Running
40,31,45,K Petty,29,0,43,Running
41,7,97,K Busch,21,0,40,Camshaft
42,25,29,K Harvick,15,0,37,Retired
