F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,42,01,C Barron,24,9,185,Running
2,1,24,J Gordon,24,3,175,Running
3,6,3,D Earnhardt,24,3,170,Running
4,19,36,E Irvan,24,0,160,Running
5,2,12,J Mayfield,24,0,155,Running
6,7,33,K Schrader,24,3,155,Running
7,14,16,T Musgrave,24,0,146,Running
8,9,6,M Martin,24,0,142,Running
9,33,9,L Speed,24,0,138,Running
10,15,21,M Waltrip,24,0,134,Running
11,24,81,K Wallace,24,0,130,Running
12,18,5,T Labonte,24,1,132,Running
13,16,43,J Andretti,24,0,124,Running
14,11,18,B Labonte,24,5,126,Running
15,12,94,B Elliott,24,0,118,Running
16,8,99,J Burton,24,0,115,Running
17,13,10,R Rudd,24,0,112,Running
18,26,91,K Lepage,24,0,109,Running
19,25,1,S Park,24,0,106,Running
20,10,40,S Marlin,24,0,103,Running
21,36,26,J Benson Jr.,24,0,100,Running
22,17,31,M Skinner,24,0,97,Running
23,29,44,K Petty,24,0,94,Running
24,23,42,J Nemechek,24,0,91,Running
25,21,23,J Spencer,24,0,88,Running
26,41,25,T Barron,24,0,85,Running
27,30,35,T Bodine,24,0,82,Running
28,32,13,J Nadeau,24,0,79,Running
29,39,98,G Sacks,24,0,76,Running
30,27,50,R Craven,24,0,73,Running
31,34,30,D Cope,24,0,70,Running
32,35,28,K Irwin Jr.,24,0,67,Running
33,3,88,D Jarrett,24,0,64,Running
34,37,75,R Mast,24,0,61,Running
35,22,59,M Gibson,24,0,58,Running
36,31,11,B Bodine,24,0,55,Running
37,5,4,B Hamilton,24,0,52,Running
38,28,97,C Little,24,0,49,Running
39,38,90,D Trickle,23,0,46,Running
40,40,77,R Pressley,20,0,43,Running
41,20,22,W Burton,20,0,40,Header
42,4,2,R Wallace,14,0,37,Header
