F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,8,25,T Barron,45,15,180,Running
2,2,01,C Barron,45,30,180,Running
3,1,24,J Gordon,45,0,165,Running
4,11,99,J Burton,44,0,160,Running
5,4,88,D Jarrett,44,0,155,Running
6,15,6,M Martin,44,0,150,Running
7,7,3,D Earnhardt,44,0,146,Running
8,5,12,J Mayfield,44,0,142,Running
9,21,97,C Little,44,0,138,Running
10,3,2,R Wallace,44,0,134,Running
11,6,18,B Labonte,44,0,130,Running
12,24,43,J Andretti,44,0,127,Running
13,17,40,S Marlin,44,0,124,Running
14,13,4,B Hamilton,44,0,121,Running
15,12,5,T Labonte,44,0,118,Running
16,14,33,K Schrader,44,0,115,Running
17,9,21,M Waltrip,44,0,112,Running
18,19,22,W Burton,44,0,109,Running
19,10,94,B Elliott,44,0,106,Running
20,16,11,B Bodine,44,0,103,Running
21,25,7,G Bodine,44,0,100,Running
22,40,23,J Spencer,44,0,97,Running
23,37,42,J Nemechek,44,0,94,Running
24,29,31,M Skinner,44,0,91,Running
25,28,50,R Craven,44,0,88,Running
26,34,81,K Wallace,44,0,85,Running
27,20,59,M Gibson,44,0,82,Running
28,35,26,J Benson Jr.,44,0,79,Running
29,36,16,T Musgrave,44,0,76,Running
30,39,30,D Cope,43,0,73,Running
31,27,9,L Speed,43,0,70,Running
32,31,13,J Nadeau,43,0,67,Running
33,23,75,R Mast,43,0,64,Running
34,18,1,S Park,43,0,61,Running
35,26,28,K Irwin Jr.,43,0,58,Running
36,38,77,R Pressley,43,0,55,Running
37,32,46,W Dallenbach Jr.,43,0,52,Running
38,22,91,K Lepage,43,0,49,Running
39,42,35,T Bodine,43,0,46,Running
40,33,10,R Rudd,43,0,43,Running
41,30,36,E Irvan,43,0,40,Running
42,41,44,K Petty,34,0,37,Camshaft
