F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,6,24,J Gordon,45,9,180,Running
2,10,02,C Barron,45,14,175,Running
3,2,25,T Barron,45,21,175,Running
4,7,99,J Burton,45,0,160,Running
5,1,12,R Newman,45,0,155,Running
6,13,20,T Stewart,45,1,155,Running
7,4,48,J Johnson,45,0,146,Running
8,11,6,M Martin,45,0,142,Running
9,3,97,K Busch,45,0,138,Running
10,17,9,B Elliott,45,0,134,Running
11,5,2,R Wallace,45,0,130,Running
12,9,18,B Labonte,45,0,127,Running
13,20,15,M Waltrip,45,0,124,Running
14,15,28,R Rudd,45,0,121,Running
15,8,17,M Kenseth,45,0,118,Running
16,19,88,D Jarrett,45,0,115,Running
17,12,8,D Earnhardt Jr.,45,0,112,Running
18,23,22,W Burton,45,0,109,Running
19,21,31,R Gordon,45,0,106,Running
20,37,19,J Mayfield,45,0,103,Running
21,16,5,T Labonte,45,0,100,Running
22,32,77,D Blaney,45,0,97,Running
23,30,30,J Green,45,0,94,Running
24,25,10,J Benson,45,0,91,Running
25,14,21,E Sadler,44,0,88,Running
26,28,40,S Marlin,44,0,85,Running
27,38,55,B Hamilton,44,0,82,Running
28,33,36,K Schrader,44,0,79,Running
29,29,45,K Petty,44,0,76,Running
30,24,41,J Spencer,44,0,73,Running
31,26,43,J Andretti,44,0,70,Running
32,22,29,K Harvick,44,0,67,Running
33,27,1,S Park,44,0,64,Running
34,18,32,R Craven,44,0,61,Running
35,31,4,M Skinner,44,0,58,Running
36,35,7,C Atwood,44,0,55,Running
37,40,26,T Bodine,44,0,52,Running
38,36,23,H Stricklin,44,0,49,Running
39,34,11,B Bodine,44,0,46,Running
40,39,14,S Compton,44,0,43,Running
41,42,44,S Grissom,44,0,40,Running
42,41,09,G Bodine,44,0,37,Running
