F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,10,02,C Barron,75,53,185,Running
2,15,48,J Johnson,75,0,170,Running
3,7,99,J Burton,75,0,165,Running
4,33,32,R Craven,75,0,160,Running
5,4,6,M Martin,75,0,155,Running
6,24,77,D Blaney,75,0,150,Running
7,36,97,K Busch,75,0,146,Running
8,6,88,D Jarrett,75,0,142,Running
9,3,25,T Barron,75,0,138,Running
10,16,9,B Elliott,75,0,134,Running
11,39,8,D Earnhardt Jr.,75,0,130,Running
12,14,18,B Labonte,75,0,127,Running
13,13,31,R Gordon,75,0,124,Running
14,17,24,J Gordon,75,0,121,Running
15,35,36,K Schrader,75,0,118,Running
16,29,4,M Skinner,75,0,115,Running
17,26,1,S Park,75,0,112,Running
18,21,5,T Labonte,75,0,109,Running
19,41,23,K Wallace,75,0,106,Running
20,23,45,K Petty,75,0,103,Running
21,25,55,B Hamilton,74,0,100,Running
22,37,41,J Spencer,74,0,97,Running
23,32,26,T Bodine,74,0,94,Retired
24,11,12,R Newman,74,0,91,Running
25,8,19,J Mayfield,74,0,88,Running
26,12,20,T Stewart,74,0,85,Running
27,20,21,E Sadler,74,0,82,Running
28,38,2,R Wallace,74,0,79,Running
29,19,30,J Green,74,0,76,Running
30,1,17,M Kenseth,74,22,78,Running
31,5,40,S Marlin,74,0,70,Running
32,9,22,W Burton,74,0,67,Running
33,2,28,R Rudd,74,0,64,Running
34,18,43,J Andretti,74,0,61,Running
35,28,7,C Atwood,73,0,58,Running
36,31,16,G Biffle,73,0,55,Running
37,30,29,K Harvick,34,0,52,Retired
38,22,10,J Benson,33,0,49,Accident
39,27,14,S Compton,32,0,46,Retired
40,34,15,M Waltrip,4,0,43,Retired
41,40,11,B Bodine,4,0,40,Retired
