F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,15,25,T Barron,60,32,185,Running
2,6,94,B Elliott,60,0,170,Running
3,3,5,T Labonte,60,0,165,Running
4,37,24,J Gordon,60,0,160,Running
5,7,33,K Schrader,60,0,155,Running
6,17,3,D Earnhardt,60,0,150,Running
7,8,18,B Labonte,60,0,146,Running
8,2,6,M Martin,60,28,147,Running
9,20,99,J Burton,60,0,138,Running
10,5,2,R Wallace,60,0,134,Running
11,13,21,M Waltrip,60,0,130,Running
12,1,88,D Jarrett,60,0,127,Running
13,9,40,S Marlin,60,0,124,Running
14,12,97,C Little,60,0,121,Running
15,18,50,R Craven,60,0,118,Running
16,10,36,E Irvan,59,0,115,Running
17,4,12,J Mayfield,59,0,112,Running
18,36,77,R Pressley,59,0,109,Running
19,30,16,T Musgrave,59,0,106,Running
20,33,30,D Cope,59,0,103,Running
21,19,10,R Rudd,59,0,100,Running
22,11,4,B Hamilton,59,0,97,Running
23,14,22,W Burton,59,0,94,Running
24,24,26,J Benson Jr.,59,0,91,Running
25,32,90,D Trickle,59,0,88,Running
26,25,44,K Petty,59,0,85,Running
27,21,43,J Andretti,58,0,82,Running
28,31,75,R Mast,58,0,79,Running
29,39,13,J Nadeau,58,0,76,Running
30,22,31,M Skinner,58,0,73,Running
31,27,59,M Gibson,58,0,70,Running
32,34,9,L Speed,58,0,67,Running
33,28,11,B Bodine,57,0,64,Running
34,26,23,J Spencer,57,0,61,Running
35,16,01,C Barron,56,0,58,Accident
36,29,1,S Park,55,0,55,Retired
37,35,91,K Lepage,43,0,52,Retired
38,23,42,J Nemechek,42,0,49,Accident
39,38,81,K Wallace,41,0,46,Accident
