F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,3,3,D Earnhardt,47,16,180,Running
2,1,88,D Jarrett,47,25,180,Running
3,4,28,R Rudd,47,2,170,Running
4,6,24,J Gordon,47,0,160,Running
5,5,22,W Burton,47,0,155,Running
6,2,99,J Burton,47,0,150,Running
7,9,6,M Martin,47,0,146,Running
8,16,25,T Barron,47,4,147,Running
9,7,18,B LaBonte,47,0,138,Running
10,13,10,J Benson,47,0,134,Running
11,11,2,R Wallace,47,0,130,Running
12,17,5,T Labonte,47,0,127,Running
13,15,17,M Kenseth,47,0,124,Running
14,12,1,S Park,47,0,121,Running
15,10,31,M Skinner,47,0,118,Running
16,20,94,B Elliott,47,0,115,Running
17,8,20,T Stewart,46,0,112,Running
18,19,02,C Barron,46,0,109,Running
19,14,40,S Marlin,46,0,106,Running
20,18,8,D Earnhardt Jr.,46,0,103,Running
21,23,11,B Bodine,46,0,100,Running
22,22,60,G Bodine,46,0,97,Running
23,25,26,J Spencer,46,0,94,Running
24,28,93,D Blaney,46,0,91,Running
25,38,66,D Waltrip,46,0,88,Running
26,24,44,K Petty,46,0,85,Running
27,29,12,J Mayfield,46,0,82,Running
28,26,75,W Dallenbach,46,0,79,Running
29,21,01,T Musgrave,46,0,76,Running
30,30,00,B Jones,46,0,73,Running
31,34,21,E Sadler,46,0,70,Running
32,32,7,M Waltrip,46,0,67,Running
33,31,77,R Pressley,46,0,64,Running
34,40,43,J Andretti,46,0,61,Running
35,33,71,D Marcis,46,0,58,Running
36,39,32,S Pruett,46,0,55,Running
37,36,97,C Little,46,0,52,Running
38,35,50,R Craven,45,0,49,Running
39,37,42,K Irwin Jr.,45,0,46,Running
40,41,90,R Mast,45,0,43,Running
41,27,9,S Compton,1,0,40,Clutch
