F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,11,01,C Barron,30,19,185,Running
2,10,6,M Martin,30,0,170,Running
3,12,25,T Barron,30,7,170,Running
4,2,88,D Jarrett,29,0,160,Running
5,5,94,B Elliott,29,0,155,Running
6,9,4,B Hamilton,29,0,150,Running
7,1,24,J Gordon,29,4,151,Running
8,14,16,T Musgrave,29,0,142,Running
9,21,43,J Andretti,29,0,138,Running
10,3,12,J Mayfield,29,0,134,Running
11,6,2,R Wallace,29,0,130,Running
12,4,18,B Labonte,29,0,127,Running
13,17,22,W Burton,29,0,124,Running
14,18,21,M Waltrip,29,0,121,Running
15,8,99,J Burton,29,0,118,Running
16,29,42,J Nemechek,29,0,115,Running
17,26,26,J Benson Jr.,29,0,112,Running
18,19,11,B Bodine,29,0,109,Running
19,37,90,D Trickle,29,0,106,Running
20,24,10,R Rudd,29,0,103,Running
21,38,44,K Petty,29,0,100,Running
22,7,3,D Earnhardt,29,0,97,Running
23,31,36,E Irvan,29,0,94,Running
24,35,91,K Lepage,29,0,91,Running
25,20,31,M Skinner,29,0,88,Running
26,32,50,R Craven,29,0,85,Running
27,33,28,K Irwin Jr.,29,0,82,Running
28,28,59,M Gibson,29,0,79,Running
29,22,40,S Marlin,29,0,76,Running
30,30,9,L Speed,29,0,73,Running
31,34,30,D Cope,29,0,70,Running
32,42,35,T Bodine,28,0,67,Running
33,40,75,R Mast,28,0,64,Running
34,13,33,K Schrader,28,0,61,Running
35,27,7,G Bodine,28,0,58,Running
36,39,13,J Nadeau,28,0,55,Running
37,41,46,W Dallenbach Jr.,28,0,52,Running
38,23,97,C Little,28,0,49,Running
39,16,23,J Spencer,25,0,46,Running
40,36,1,S Park,17,0,43,Retired
41,25,77,R Pressley,16,0,40,Piston
42,15,5,T Labonte,10,0,37,Header
