F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,32,02,C Barron,47,12,180,Running
2,4,88,D Jarrett,47,0,170,Running
3,2,20,T Stewart,47,23,175,Running
4,8,17,M Kenseth,47,0,160,Running
5,17,25,T Barron,47,12,160,Running
6,7,99,J Burton,47,0,150,Running
7,6,24,J Gordon,47,0,146,Running
8,16,2,R Wallace,47,0,142,Running
9,25,33,K Schrader,47,0,138,Running
10,13,28,K Irwin Jr.,47,0,134,Running
11,23,16,K Lepage,47,0,130,Running
12,31,12,J Mayfield,47,0,127,Running
13,36,97,C Little,47,0,124,Running
14,21,40,S Marlin,47,0,121,Running
15,3,6,M Martin,47,0,118,Running
16,19,4,B Hamilton,47,0,115,Running
17,20,31,M Skinner,47,0,112,Running
18,9,22,W Burton,47,0,109,Running
19,15,23,J Spencer,47,0,106,Running
20,24,21,E Sadler,47,0,103,Running
21,22,10,R Rudd,47,0,100,Running
22,26,55,K Wallace,47,0,97,Running
23,27,26,J Benson,47,0,94,Running
24,38,41,D Green,47,0,91,Running
25,12,8,D Earnhardt Jr.,47,0,88,Running
26,10,3,D Earnhardt,47,0,85,Running
27,34,5,T Labonte,47,0,82,Running
28,14,43,J Andretti,47,0,79,Running
29,40,98,R Mast,47,0,76,Running
30,37,44,K Petty,47,0,73,Running
31,42,11,B Bodine,47,0,70,Running
32,39,45,R Bickle,47,0,67,Running
33,35,75,T Musgrave,46,0,64,Running
34,18,94,B Elliott,46,0,61,Running
35,33,36,E Irvan,46,0,58,Running
36,1,18,B Labonte,46,0,55,Running
37,29,9,J Nadeau,46,0,52,Running
38,5,1,S Park,46,0,49,Running
39,11,60,G Bodine,46,0,46,Running
40,30,42,J Nemechek,45,0,43,Running
41,41,66,D Waltrip,42,0,40,Camshaft
42,28,7,M Waltrip,2,0,37,Accident
