F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,6,02,C Barron,59,50,185,Running
2,4,25,T Barron,59,0,170,Running
3,12,20,T Stewart,59,0,165,Running
4,7,3,D Earnhardt,59,0,160,Running
5,3,6,M Martin,59,0,155,Running
6,5,22,W Burton,59,0,150,Running
7,16,2,R Wallace,59,0,146,Running
8,22,5,T Labonte,59,0,142,Running
9,33,16,K Lepage,59,0,138,Running
10,1,17,M Kenseth,59,3,139,Running
11,13,23,J Spencer,59,0,130,Running
12,9,24,J Gordon,59,2,132,Running
13,42,9,J Nadeau,59,0,124,Running
14,30,44,K Petty,59,0,121,Running
15,26,1,S Park,59,0,118,Running
16,8,99,J Burton,58,0,115,Retired
17,11,12,J Mayfield,58,0,112,Retired
18,18,94,B Elliott,58,0,109,Running
19,2,88,D Jarrett,58,0,106,Running
20,27,8,D Earnhardt Jr.,58,0,103,Running
21,25,28,K Irwin Jr.,58,0,100,Running
22,21,98,R Mast,58,0,97,Running
23,10,18,B Labonte,58,4,99,Running
24,24,21,E Sadler,58,0,91,Running
25,17,40,S Marlin,58,0,88,Running
26,31,60,G Bodine,58,0,85,Running
27,14,31,M Skinner,58,0,82,Running
28,32,97,C Little,58,0,79,Running
29,29,55,K Wallace,58,0,76,Running
30,15,4,B Hamilton,58,0,73,Running
31,19,33,K Schrader,58,0,70,Running
32,23,42,J Nemechek,58,0,67,Running
33,35,11,B Bodine,58,0,64,Running
34,41,66,D Waltrip,57,0,61,Running
35,28,7,M Waltrip,57,0,58,Retired
36,36,45,R Bickle,57,0,55,Running
37,39,43,J Andretti,57,0,52,Running
38,38,77,R Pressley,57,0,49,Running
39,40,75,T Musgrave,57,0,46,Running
40,20,26,J Benson,57,0,43,Running
41,37,58,R Craven,57,0,40,Running
42,34,10,R Rudd,57,0,37,Running
