F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,5,02,C Barron,49,43,185,Running
2,1,25,T Barron,49,5,175,Running
3,4,88,D Jarrett,48,0,165,Running
4,2,18,B Labonte,48,0,160,Running
5,8,17,M Kenseth,48,0,155,Running
6,15,20,T Stewart,48,0,150,Running
7,9,3,D Earnhardt,48,0,146,Running
8,20,5,T Labonte,48,0,142,Running
9,14,1,S Park,48,0,138,Running
10,3,99,J Burton,48,0,134,Running
11,21,31,M Skinner,48,0,130,Running
12,6,24,J Gordon,48,1,132,Running
13,10,8,D Earnhardt Jr.,48,0,124,Running
14,30,94,B Elliott,48,0,121,Running
15,23,23,J Spencer,48,0,118,Running
16,18,4,B Hamilton,48,0,115,Running
17,22,97,C Little,48,0,112,Running
18,17,22,W Burton,48,0,109,Running
19,12,33,K Schrader,48,0,106,Running
20,16,6,M Martin,48,0,103,Running
21,33,44,K Petty,48,0,100,Running
22,7,12,J Mayfield,48,0,97,Running
23,40,42,J Nemechek,48,0,94,Running
24,37,40,S Marlin,47,0,91,Running
25,24,7,M Waltrip,47,0,88,Running
26,11,2,R Wallace,47,0,85,Running
27,25,21,E Sadler,47,0,82,Running
28,28,28,K Irwin Jr.,47,0,79,Running
29,19,55,K Wallace,47,0,76,Running
30,27,11,B Bodine,47,0,73,Running
31,42,36,E Irvan,47,0,70,Running
32,41,66,D Waltrip,47,0,67,Running
33,36,60,G Bodine,47,0,64,Running
34,13,98,R Mast,47,0,61,Running
35,29,45,R Bickle,47,0,58,Running
36,39,41,D Green,47,0,55,Running
37,34,26,J Benson,44,0,52,Running
38,35,10,R Rudd,44,0,49,Running
39,32,75,T Musgrave,44,0,46,Running
40,38,16,K Lepage,43,0,43,Running
41,31,9,J Nadeau,43,0,40,Running
42,26,43,J Andretti,33,0,37,Ignition
