F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,24,J Gordon,60,60,185,Running
2,2,28,R Rudd,60,0,170,Running
3,11,18,B Labonte,60,0,165,Running
4,10,29,K Harvick,60,0,160,Running
5,16,88,D Jarrett,60,0,155,Running
6,6,55,B Hamilton,60,0,150,Running
7,29,9,B Elliott,60,0,146,Running
8,5,8,D Earnhardt Jr.,60,0,142,Running
9,3,22,W Burton,60,0,138,Running
10,9,99,J Burton,60,0,134,Running
11,7,10,J Benson,60,0,130,Running
12,13,33,J Nemechek,60,0,127,Running
13,8,40,S Marlin,60,0,124,Running
14,21,25,T Barron,60,0,121,Running
15,12,19,C Atwood,60,0,118,Running
16,4,20,T Stewart,60,0,115,Running
17,26,43,J Andretti,60,0,112,Running
18,20,93,D Blaney,60,0,109,Running
19,23,17,M Kenseth,60,0,106,Running
20,19,66,T Bodine,60,0,103,Running
21,25,77,R Pressley,60,0,100,Running
22,15,92,S Compton,59,0,97,Running
23,17,15,M Waltrip,59,0,94,Running
24,30,12,J Mayfield,59,0,91,Running
25,27,1,S Park,59,0,88,Running
26,24,14,R Hornaday,59,0,85,Running
27,39,32,R Craven,59,0,82,Running
28,28,36,K Schrader,59,0,79,Running
29,34,11,B Bodine,59,0,76,Running
30,18,7,M Wallace,59,0,73,Running
31,31,2,R Wallace,59,0,70,Running
32,35,4,K Lepage,59,0,67,Running
33,14,6,M Martin,59,0,64,Running
34,32,21,E Sadler,59,0,61,Running
35,22,26,J Spencer,59,0,58,Running
36,37,5,T Labonte,59,0,55,Running
37,33,97,K Busch,59,0,52,Running
38,38,02,C Barron,59,0,49,Running
39,36,31,M Skinner,58,0,46,Running
