F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,3,02,C Barron,60,34,185,Running
2,5,88,D Jarrett,59,0,170,Running
3,4,6,M Martin,59,22,170,Running
4,7,24,J Gordon,58,0,160,Running
5,25,31,M Skinner,58,0,155,Running
6,13,99,J Burton,58,0,150,Running
7,1,25,T Barron,58,3,151,Running
8,11,20,T Stewart,58,0,142,Running
9,16,33,K Schrader,58,0,138,Running
10,8,2,R Wallace,58,0,134,Running
11,19,12,J Mayfield,58,0,130,Running
12,2,18,B Labonte,58,1,132,Running
13,6,22,W Burton,58,0,124,Running
14,24,17,M Kenseth,58,0,121,Running
15,15,3,D Earnhardt,58,0,118,Running
16,37,5,T Labonte,58,0,115,Running
17,18,4,B Hamilton,58,0,112,Running
18,31,21,E Sadler,58,0,109,Running
19,20,16,K Lepage,58,0,106,Running
20,26,23,J Spencer,58,0,103,Running
21,21,28,K Irwin Jr.,58,0,100,Running
22,23,60,G Bodine,58,0,97,Running
23,9,7,M Waltrip,58,0,94,Running
24,30,42,J Nemechek,58,0,91,Running
25,17,94,B Elliott,58,0,88,Running
26,39,9,J Nadeau,58,0,85,Running
27,22,1,S Park,58,0,82,Running
28,32,75,T Musgrave,58,0,79,Running
29,34,97,C Little,57,0,76,Running
30,35,98,R Mast,57,0,73,Running
31,10,8,D Earnhardt Jr.,57,0,70,Running
32,14,43,J Andretti,57,0,67,Running
33,28,55,K Wallace,57,0,64,Running
34,33,44,K Petty,57,0,61,Running
35,36,26,J Benson,57,0,58,Running
36,38,41,D Green,57,0,55,Running
37,29,66,D Waltrip,56,0,52,Running
38,12,40,S Marlin,56,0,49,Running
39,27,10,R Rudd,11,0,46,Running
