F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,88,D Jarrett,14,2,180,Running
2,6,24,J Gordon,14,4,175,Running
3,11,3,D Earnhardt,14,0,165,Running
4,1,6,M Martin,14,2,165,Running
5,4,2,R Wallace,14,0,155,Running
6,3,20,T Stewart,14,5,160,Running
7,14,23,J Spencer,14,0,146,Running
8,41,25,T Barron,14,0,142,Running
9,23,98,R Mast,14,0,138,Running
10,42,02,C Barron,14,0,134,Running
11,25,8,D Earnhardt Jr.,14,0,130,Running
12,32,40,S Marlin,14,0,127,Running
13,18,43,J Andretti,14,0,124,Running
14,28,26,J Benson,14,0,121,Running
15,17,12,J Mayfield,14,0,118,Running
16,12,33,K Schrader,14,0,115,Running
17,9,1,S Park,14,0,112,Running
18,30,94,B Elliott,14,0,109,Running
19,37,22,W Burton,14,0,106,Running
20,7,7,M Waltrip,14,0,103,Retired
21,21,66,D Waltrip,14,0,100,Running
22,10,31,M Skinner,14,0,97,Running
23,31,5,T Labonte,14,0,94,Running
24,19,18,B Labonte,14,0,91,Running
25,33,75,T Musgrave,14,0,88,Running
26,35,60,G Bodine,14,0,85,Retired
27,20,97,C Little,14,0,82,Running
28,27,9,J Nadeau,14,0,79,Running
29,13,55,K Wallace,14,0,76,Running
30,22,17,M Kenseth,14,0,73,Running
31,34,42,J Nemechek,14,0,70,Running
32,38,45,R Bickle,14,0,67,Running
33,39,77,R Pressley,14,0,64,Running
34,24,21,E Sadler,14,0,61,Running
35,8,44,K Petty,14,0,58,Running
36,26,28,K Irwin Jr.,14,1,60,Running
37,36,11,B Bodine,13,0,52,Running
38,16,16,K Lepage,13,0,49,Running
39,5,99,J Burton,11,0,46,Retired
40,29,10,R Rudd,11,0,43,Retired
41,15,4,B Hamilton,10,0,40,Retired
42,40,36,E Irvan,5,0,37,Accident
