F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,7,22,W Burton,56,13,180,Running
2,9,20,T Stewart,56,21,180,Running
3,6,6,M Martin,56,0,165,Running
4,19,02,C Barron,56,0,160,Running
5,16,17,M Kenseth,56,0,155,Running
6,12,31,M Skinner,56,0,150,Running
7,10,2,R Wallace,56,0,146,Running
8,17,8,D Earnhardt Jr.,56,0,142,Running
9,20,94,B Elliott,56,0,138,Running
10,18,1,S Park,56,0,134,Running
11,1,25,T Barron,56,3,135,Running
12,23,32,S Pruett,56,0,127,Running
13,31,11,B Bodine,55,0,124,Running
14,29,77,R Pressley,55,0,121,Running
15,8,99,J Burton,55,0,118,Running
16,39,42,K Irwin Jr.,55,0,115,Running
17,3,3,D Earnhardt,55,12,117,Running
18,5,28,R Rudd,55,0,109,Running
19,21,60,G Bodine,55,0,106,Running
20,36,97,C Little,55,0,103,Running
21,4,24,J Gordon,55,4,105,Running
22,38,44,K Petty,55,0,97,Running
23,2,88,D Jarrett,55,3,99,Running
24,37,9,S Compton,55,0,91,Running
25,34,66,D Waltrip,55,0,88,Running
26,24,71,D Marcis,55,0,85,Running
27,40,93,D Blaney,55,0,82,Running
28,28,12,J Mayfield,55,0,79,Running
29,26,75,W Dallenbach,55,0,76,Running
30,14,40,S Marlin,55,0,73,Running
31,33,01,T Musgrave,55,0,70,Running
32,35,7,M Waltrip,55,0,67,Running
33,30,43,J Andretti,55,0,64,Running
34,15,5,T Labonte,55,0,61,Running
35,11,18,B LaBonte,54,0,58,Running
36,22,21,E Sadler,54,0,55,Running
37,32,50,R Craven,54,0,52,Running
38,41,90,R Mast,54,0,49,Running
39,27,26,J Spencer,42,0,46,Accident
40,13,10,J Benson,18,0,43,Piston
41,25,00,B Jones,7,0,40,Piston
