F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,25,T Barron,51,51,185,Running
2,4,3,D Earnhardt,51,0,170,Running
3,5,28,R Rudd,51,0,165,Running
4,6,24,J Gordon,51,0,160,Running
5,11,2,R Wallace,51,0,155,Running
6,3,88,D Jarrett,51,0,150,Running
7,12,6,M Martin,51,0,146,Running
8,15,18,B LaBonte,51,0,142,Running
9,9,22,W Burton,51,0,138,Running
10,10,99,J Burton,51,0,134,Running
11,20,10,J Benson,51,0,130,Running
12,8,20,T Stewart,51,0,127,Running
13,14,5,T Labonte,51,0,124,Running
14,1,02,C Barron,51,0,121,Running
15,17,17,M Kenseth,50,0,118,Running
16,7,1,S Park,50,0,115,Running
17,18,40,S Marlin,50,0,112,Running
18,16,8,D Earnhardt Jr.,50,0,109,Running
19,19,94,B Elliott,50,0,106,Running
20,26,11,B Bodine,50,0,103,Running
21,29,12,J Mayfield,50,0,100,Running
22,22,44,K Petty,50,0,97,Running
23,25,01,T Musgrave,50,0,94,Running
24,23,60,G Bodine,50,0,91,Running
25,24,7,M Waltrip,50,0,88,Running
26,21,75,W Dallenbach,50,0,85,Running
27,28,97,C Little,50,0,82,Running
28,27,50,R Craven,50,0,79,Running
29,33,9,S Compton,50,0,76,Running
30,37,66,D Waltrip,50,0,73,Running
31,13,31,M Skinner,50,0,70,Running
32,31,26,J Spencer,49,0,67,Running
33,40,42,K Irwin Jr.,49,0,64,Running
34,32,93,D Blaney,49,0,61,Running
35,34,43,J Andretti,49,0,58,Running
36,41,00,B Jones,49,0,55,Running
37,30,32,S Pruett,49,0,52,Running
38,39,77,R Pressley,49,0,49,Running
39,36,90,R Mast,48,0,46,Running
40,38,71,D Marcis,42,0,43,Accident
41,35,21,E Sadler,17,0,40,Piston
