F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,17,25,T Barron,30,12,180,Running
2,3,28,R Rudd,30,14,180,Running
3,1,88,D Jarrett,30,4,170,Running
4,4,20,T Stewart,30,0,160,Running
5,9,2,R Wallace,30,0,155,Running
6,2,3,D Earnhardt,30,0,150,Running
7,6,24,J Gordon,30,0,146,Running
8,11,31,M Skinner,30,0,142,Running
9,5,99,J Burton,30,0,138,Running
10,8,22,W Burton,30,0,134,Running
11,10,6,M Martin,30,0,130,Running
12,7,18,B LaBonte,30,0,127,Running
13,14,17,M Kenseth,30,0,124,Running
14,20,02,C Barron,30,0,121,Running
15,13,5,T Labonte,30,0,118,Running
16,16,40,S Marlin,30,0,115,Running
17,15,1,S Park,30,0,112,Running
18,12,10,J Benson,30,0,109,Running
19,19,94,B Elliott,30,0,106,Running
20,18,8,D Earnhardt Jr.,30,0,103,Running
21,36,77,R Pressley,29,0,100,Running
22,27,01,T Musgrave,29,0,97,Running
23,30,97,C Little,29,0,94,Running
24,21,60,G Bodine,29,0,91,Running
25,32,44,K Petty,29,0,88,Running
26,26,75,W Dallenbach,29,0,85,Running
27,41,9,S Compton,29,0,82,Running
28,35,12,J Mayfield,29,0,79,Running
29,24,00,B Jones,29,0,76,Running
30,29,26,J Spencer,29,0,73,Running
31,22,66,D Waltrip,29,0,70,Running
32,28,11,B Bodine,29,0,67,Running
33,33,71,D Marcis,29,0,64,Running
34,31,21,E Sadler,29,0,61,Running
35,34,7,M Waltrip,29,0,58,Running
36,38,50,R Craven,29,0,55,Running
37,39,32,S Pruett,29,0,52,Running
38,40,43,J Andretti,29,0,49,Running
39,25,93,D Blaney,29,0,46,Running
40,23,42,K Irwin Jr.,29,0,43,Running
41,37,90,R Mast,29,0,40,Running
