F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,88,D Jarrett,59,52,185,Running
2,3,3,D Earnhardt,59,1,175,Running
3,6,99,J Burton,59,0,165,Running
4,11,31,M Skinner,59,0,160,Running
5,10,22,W Burton,59,0,155,Running
6,13,5,T Labonte,59,0,150,Running
7,19,1,S Park,59,0,146,Running
8,5,24,J Gordon,59,0,142,Running
9,12,25,T Barron,59,0,138,Running
10,14,28,R Rudd,59,0,134,Running
11,7,18,B LaBonte,59,0,130,Running
12,8,40,S Marlin,59,0,127,Running
13,20,6,M Martin,59,0,124,Running
14,15,8,D Earnhardt Jr.,58,0,121,Running
15,4,20,T Stewart,58,0,118,Running
16,16,10,J Benson,58,0,115,Running
17,9,2,R Wallace,58,0,112,Running
18,17,17,M Kenseth,58,0,109,Running
19,18,94,B Elliott,58,0,106,Running
20,30,93,D Blaney,58,0,103,Running
21,26,26,J Spencer,58,0,100,Running
22,21,11,B Bodine,58,0,97,Running
23,24,44,K Petty,58,0,94,Running
24,22,12,J Mayfield,58,0,91,Running
25,36,32,S Pruett,58,0,88,Running
26,29,7,M Waltrip,58,0,85,Running
27,27,75,W Dallenbach,58,0,82,Running
28,35,71,D Marcis,58,0,79,Running
29,37,9,S Compton,58,0,76,Running
30,33,00,B Jones,58,0,73,Running
31,2,02,C Barron,57,6,75,Running
32,32,97,C Little,57,0,67,Running
33,31,43,J Andretti,57,0,64,Running
34,25,60,G Bodine,57,0,61,Running
35,28,77,R Pressley,57,0,58,Running
36,23,66,D Waltrip,57,0,55,Running
37,41,50,R Craven,57,0,52,Running
38,39,42,K Irwin Jr.,57,0,49,Running
39,34,21,E Sadler,57,0,46,Running
40,40,90,R Mast,57,0,43,Running
41,38,01,T Musgrave,53,0,40,Running
