F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,19,23,J Spencer,30,4,180,Running
2,3,3,D Earnhardt,30,5,180,Running
3,21,12,J Mayfield,30,0,165,Running
4,2,88,D Jarrett,30,2,165,Running
5,14,25,T Barron,30,4,160,Running
6,12,31,M Skinner,30,1,155,Running
7,11,8,D Earnhardt Jr.,30,3,151,Running
8,29,21,E Sadler,30,0,142,Running
9,27,94,B Elliott,30,0,138,Running
10,4,6,M Martin,30,0,134,Running
11,41,36,E Irvan,30,0,130,Running
12,13,22,W Burton,30,4,132,Running
13,6,20,T Stewart,30,0,124,Running
14,24,10,R Rudd,30,0,121,Running
15,42,71,D Marcis,30,0,118,Running
16,23,5,T Labonte,30,2,120,Running
17,15,4,B Hamilton,30,0,112,Running
18,1,17,M Kenseth,30,0,109,Running
19,5,24,J Gordon,30,1,111,Running
20,17,40,S Marlin,30,0,103,Running
21,26,55,K Wallace,30,0,100,Running
22,9,02,C Barron,30,4,102,Running
23,40,44,K Petty,30,0,94,Running
24,34,9,J Nadeau,30,0,91,Running
25,37,11,B Bodine,30,0,88,Running
26,31,16,K Lepage,30,0,85,Running
27,22,28,K Irwin Jr.,30,0,82,Running
28,7,99,J Burton,30,0,79,Running
29,25,42,J Nemechek,30,0,76,Running
30,30,75,T Musgrave,29,0,73,Running
31,18,33,K Schrader,29,0,70,Running
32,16,1,S Park,29,0,67,Running
33,38,45,R Bickle,28,0,64,Susp
34,28,26,J Benson,27,0,61,Retired
35,35,7,M Waltrip,5,0,58,Retired
36,8,18,B Labonte,5,0,55,Accident
37,20,43,J Andretti,5,0,52,Retired
38,10,2,R Wallace,5,0,49,Piston
39,33,98,R Mast,4,0,46,Accident
40,32,60,G Bodine,4,0,43,Accident
41,36,97,C Little,4,0,40,Retired
42,39,66,D Waltrip,4,0,37,Accident
