F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,25,T Barron,60,60,185,Running
2,36,02,C Barron,60,0,170,Running
3,11,88,D Jarrett,59,0,165,Running
4,9,20,T Stewart,59,0,160,Running
5,8,6,M Martin,59,0,155,Running
6,6,2,R Wallace,59,0,150,Running
7,12,40,S Marlin,59,0,146,Running
8,13,99,J Burton,59,0,142,Running
9,5,8,D Earnhardt Jr.,59,0,138,Running
10,7,3,D Earnhardt,59,0,134,Running
11,10,1,S Park,59,0,130,Running
12,15,23,J Spencer,59,0,127,Running
13,19,5,T Labonte,59,0,124,Running
14,1,18,B Labonte,58,0,121,Running
15,23,33,K Schrader,58,0,118,Running
16,4,24,J Gordon,58,0,115,Running
17,25,75,T Musgrave,58,0,112,Running
18,22,31,M Skinner,58,0,109,Running
19,17,94,B Elliott,58,0,106,Running
20,21,60,G Bodine,58,0,103,Running
21,18,4,B Hamilton,58,0,100,Running
22,29,42,J Nemechek,58,0,97,Running
23,20,7,M Waltrip,58,0,94,Running
24,3,17,M Kenseth,58,0,91,Running
25,33,12,J Mayfield,58,0,88,Running
26,27,98,R Mast,58,0,85,Running
27,37,97,C Little,58,0,82,Running
28,38,26,J Benson,58,0,79,Running
29,26,44,K Petty,58,0,76,Running
30,28,21,E Sadler,58,0,73,Running
31,30,28,K Irwin Jr.,58,0,70,Running
32,32,10,R Rudd,58,0,67,Running
33,34,9,J Nadeau,58,0,64,Running
34,39,77,R Pressley,58,0,61,Running
35,24,55,K Wallace,57,0,58,Running
36,31,43,J Andretti,57,0,55,Running
37,16,16,K Lepage,57,0,52,Running
38,14,22,W Burton,56,0,49,Running
39,35,66,D Waltrip,2,0,46,Retired
