F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,6,99,J Burton,75,37,185,Running
2,41,26,J Benson Jr.,75,0,170,Running
3,3,24,J Gordon,75,0,165,Running
4,14,21,M Waltrip,75,0,160,Running
5,28,40,S Marlin,75,0,155,Running
6,4,88,D Jarrett,75,0,150,Running
7,15,94,B Elliott,75,0,146,Running
8,32,10,R Rudd,75,0,142,Running
9,21,2,R Wallace,75,0,138,Running
10,8,33,K Schrader,75,0,134,Running
11,34,81,K Wallace,75,0,130,Running
12,38,1,S Park,75,0,127,Running
13,35,59,M Gibson,75,0,124,Running
14,9,16,T Musgrave,75,0,121,Running
15,7,18,B Labonte,75,0,118,Running
16,29,7,G Bodine,74,7,120,Running
17,33,75,R Mast,74,0,112,Running
18,17,36,E Irvan,74,0,109,Running
19,31,11,B Bodine,74,0,106,Running
20,16,12,J Mayfield,74,0,103,Running
21,39,96,D Green,74,0,100,Running
22,12,9,L Speed,74,0,97,Running
23,2,25,T Barron,73,1,99,Running
24,30,91,K Lepage,73,0,91,Running
25,24,5,T Labonte,72,0,88,Running
26,19,97,C Little,67,0,85,Retired
27,5,4,B Hamilton,62,0,82,Retired
28,1,01,C Barron,58,24,84,Accident
29,11,28,K Irwin Jr.,58,0,76,Retired
30,10,43,J Andretti,51,0,73,Retired
31,13,3,D Earnhardt,50,0,70,Retired
32,36,6,M Martin,31,6,72,Camshaft
33,20,50,R Craven,16,0,64,Retired
34,25,77,R Pressley,16,0,61,Retired
35,37,30,D Cope,16,0,58,Retired
36,22,42,J Nemechek,15,0,55,Retired
37,40,13,J Nadeau,15,0,52,Retired
38,26,23,J Spencer,15,0,49,Retired
39,27,31,M Skinner,15,0,46,Accident
40,23,22,W Burton,15,0,43,Accident
41,18,44,K Petty,15,0,40,Accident
