F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,4,25,T Barron,75,63,185,Running
2,8,88,D Jarrett,74,0,170,Running
3,5,2,R Wallace,74,0,165,Running
4,2,6,M Martin,74,0,160,Running
5,11,94,B Elliott,74,0,155,Running
6,1,24,J Gordon,73,1,155,Running
7,6,3,D Earnhardt,73,0,146,Running
8,21,22,W Burton,73,0,142,Running
9,13,16,T Musgrave,73,0,138,Running
10,9,18,B Labonte,73,0,134,Running
11,25,11,B Bodine,73,0,130,Running
12,35,26,J Benson Jr.,73,0,127,Running
13,17,28,K Irwin Jr.,73,0,124,Running
14,24,9,L Speed,73,0,121,Running
15,26,30,D Cope,73,0,118,Running
16,29,42,J Nemechek,73,0,115,Running
17,33,59,M Gibson,73,0,112,Running
18,15,31,M Skinner,73,0,109,Running
19,19,97,C Little,73,0,106,Running
20,31,1,S Park,73,0,103,Running
21,16,5,T Labonte,72,0,100,Running
22,42,91,K Lepage,72,0,97,Running
23,27,77,R Pressley,72,0,94,Running
24,41,7,G Bodine,72,0,91,Running
25,32,21,M Waltrip,72,0,88,Running
26,34,81,K Wallace,72,0,85,Running
27,36,44,K Petty,72,0,82,Running
28,39,75,R Mast,72,0,79,Running
29,22,40,S Marlin,72,0,76,Running
30,38,96,D Green,72,0,73,Running
31,30,90,D Trickle,72,0,70,Running
32,40,13,J Nadeau,71,0,67,Running
33,3,01,C Barron,62,11,69,Accident
34,37,50,R Craven,60,0,61,Retired
35,18,10,R Rudd,49,0,58,Header
36,7,99,J Burton,34,0,55,Retired
37,23,43,J Andretti,33,0,52,Retired
38,28,4,B Hamilton,33,0,49,Retired
39,20,23,J Spencer,33,0,46,Retired
40,12,33,K Schrader,31,0,43,Retired
41,10,36,E Irvan,19,0,40,Header
42,14,12,J Mayfield,2,0,37,Clutch
