F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,3,20,T Stewart,30,22,185,Running
2,15,25,T Barron,30,5,175,Running
3,6,18,B LaBonte,30,0,165,Running
4,16,1,S Park,30,0,160,Running
5,2,2,R Wallace,30,0,155,Running
6,1,99,J Burton,30,1,155,Running
7,8,28,R Rudd,30,2,151,Running
8,4,3,D Earnhardt,30,0,142,Running
9,5,88,D Jarrett,30,0,138,Running
10,7,22,W Burton,30,0,134,Running
11,14,17,M Kenseth,30,0,130,Running
12,17,02,C Barron,30,0,127,Running
13,9,6,M Martin,30,0,124,Running
14,11,5,T Labonte,30,0,121,Running
15,20,8,D Earnhardt Jr.,29,0,118,Running
16,10,24,J Gordon,29,0,115,Running
17,36,43,J Andretti,29,0,112,Running
18,37,12,J Mayfield,29,0,109,Running
19,29,00,B Jones,29,0,106,Running
20,22,90,R Mast,29,0,103,Running
21,23,32,S Pruett,29,0,100,Running
22,39,60,G Bodine,29,0,97,Running
23,25,9,S Compton,29,0,94,Running
24,34,7,M Waltrip,29,0,91,Running
25,13,31,M Skinner,29,0,88,Running
26,21,11,B Bodine,29,0,85,Running
27,35,21,E Sadler,29,0,82,Running
29,26,01,T Musgrave,28,0,76,Running
29,32,93,D Blaney,29,0,73,Running
30,31,97,C Little,29,0,70,Running
31,28,75,W Dallenbach,29,0,67,Running
32,30,26,J Spencer,29,0,64,Running
33,38,71,D Marcis,29,0,61,Running
34,42,42,K Irwin Jr.,29,0,58,Running
35,40,66,D Waltrip,29,0,55,Running
36,24,50,R Craven,28,0,52,Running
37,27,77,R Pressley,28,0,49,Running
38,12,40,S Marlin,28,0,46,Running
39,33,44,K Petty,28,0,43,Running
40,18,10,J Benson,28,0,40,Running
41,19,94,B Elliott,28,0,37,Running
