F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,3,D Earnhardt,60,13,180,Running
2,4,28,R Rudd,60,31,180,Running
3,1,25,T Barron,60,15,170,Running
4,3,24,J Gordon,60,0,160,Running
5,6,22,W Burton,60,0,155,Running
6,12,99,J Burton,60,1,155,Running
7,13,10,J Benson,60,0,146,Running
8,7,20,T Stewart,60,0,142,Running
9,20,18,B LaBonte,60,0,138,Running
10,11,5,T Labonte,60,0,134,Running
11,5,88,D Jarrett,60,0,130,Running
12,8,6,M Martin,60,0,127,Running
13,9,2,R Wallace,60,0,124,Running
14,15,1,S Park,60,0,121,Running
15,16,17,M Kenseth,60,0,118,Running
16,18,94,B Elliott,60,0,115,Running
17,25,8,D Earnhardt Jr.,60,0,112,Running
18,38,11,B Bodine,59,0,109,Running
19,19,26,J Spencer,59,0,106,Running
20,21,60,G Bodine,59,0,103,Running
21,23,77,R Pressley,59,0,100,Running
22,31,93,D Blaney,59,0,97,Running
23,24,44,K Petty,59,0,94,Running
24,36,9,S Compton,59,0,91,Running
25,10,02,C Barron,59,0,88,Running
26,33,43,J Andretti,59,0,85,Running
27,28,7,M Waltrip,59,0,82,Running
28,29,01,T Musgrave,59,0,79,Running
29,37,50,R Craven,59,0,76,Running
30,14,31,M Skinner,59,0,73,Running
31,34,97,C Little,59,0,70,Running
32,35,00,B Jones,59,0,67,Running
33,22,66,D Waltrip,59,0,64,Running
34,26,71,D Marcis,59,0,61,Running
35,17,40,S Marlin,59,0,58,Running
36,39,42,K Irwin Jr.,58,0,55,Running
37,30,32,S Pruett,58,0,52,Running
38,32,21,E Sadler,49,0,49,Header
39,27,12,J Mayfield,21,0,46,Accident
