F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,5,01,C Barron,38,16,180,Running
2,17,94,B Elliott,38,0,170,Running
3,4,12,J Mayfield,38,0,165,Running
4,21,88,D Jarrett,38,0,160,Running
5,14,43,J Andretti,38,0,155,Running
6,11,6,M Martin,38,0,150,Running
7,16,5,T Labonte,38,0,146,Running
8,40,22,W Burton,38,0,142,Running
9,9,18,B Labonte,38,0,138,Running
10,2,2,R Wallace,38,0,134,Running
11,8,99,J Burton,38,0,130,Running
12,3,24,J Gordon,38,0,127,Running
13,27,23,J Spencer,38,0,124,Running
14,6,3,D Earnhardt,38,0,121,Running
15,42,59,M Gibson,37,0,118,Running
16,13,33,K Schrader,37,0,115,Running
17,10,26,J Benson Jr.,37,0,112,Running
18,34,7,G Bodine,37,0,109,Running
19,31,90,D Trickle,37,0,106,Running
20,32,31,M Skinner,37,0,103,Running
21,38,10,R Rudd,37,0,100,Running
22,29,36,E Irvan,37,0,97,Running
23,26,42,J Nemechek,37,0,94,Running
24,35,81,K Wallace,37,0,91,Running
25,18,9,L Speed,37,0,88,Running
26,36,75,R Mast,37,0,85,Running
27,37,91,K Lepage,37,0,82,Running
28,24,11,B Bodine,37,0,79,Running
29,19,21,M Waltrip,37,0,76,Running
30,30,77,R Pressley,37,0,73,Running
31,12,28,K Irwin Jr.,37,0,70,Running
32,41,13,J Nadeau,37,0,67,Running
33,39,41,S Grissom,37,0,64,Running
34,23,30,D Cope,37,0,61,Running
35,20,50,R Craven,37,0,58,Running
36,15,40,S Marlin,36,0,55,Running
37,25,16,T Musgrave,36,0,52,Running
38,33,1,S Park,36,0,49,Running
39,28,44,K Petty,30,0,46,Tire
40,1,25,T Barron,28,22,53,Accident
41,7,4,B Hamilton,28,0,40,Accident
42,22,97,C Little,15,0,37,Tire
