F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,7,88,D Jarrett,75,29,185,Running
2,38,7,M Wallace,75,0,170,Running
3,37,29,K Harvick,75,0,165,Running
4,22,28,R Rudd,75,0,160,Running
5,31,10,J Benson,75,0,155,Running
6,26,5,T Labonte,75,0,150,Running
7,8,18,B Labonte,75,14,151,Running
8,23,12,J Mayfield,75,0,142,Running
9,1,02,C Barron,74,25,143,Running
10,2,25,T Barron,74,0,134,Running
11,24,32,R Craven,74,0,130,Running
12,39,93,D Blaney,74,0,127,Running
13,30,4,K Lepage,74,0,124,Running
14,34,66,T Bodine,74,0,121,Running
15,32,26,J Spencer,74,0,118,Running
16,20,01,J Leffler,74,0,115,Running
17,19,6,M Martin,74,0,112,Running
18,25,77,R Pressley,74,0,109,Running
19,33,92,S Compton,74,0,106,Running
20,5,24,J Gordon,74,0,103,Running
21,15,21,E Sadler,74,0,100,Running
22,13,8,D Earnhardt Jr.,74,0,97,Running
23,12,9,B Elliott,74,0,94,Running
24,17,33,J Nemechek,74,0,91,Running
25,3,2,R Wallace,74,7,93,Running
26,18,19,C Atwood,74,0,85,Running
27,10,1,S Park,73,0,82,Running
28,16,36,K Schrader,73,0,79,Running
29,9,40,S Marlin,73,0,76,Running
30,29,99,J Burton,73,0,73,Running
31,14,20,T Stewart,73,0,70,Running
32,4,17,M Kenseth,73,0,67,Running
33,35,15,M Waltrip,71,0,64,Running
34,36,27,K Wallace,56,0,61,Running
35,11,97,K Busch,51,0,58,Retired
36,27,11,B Bodine,30,0,55,Retired
37,21,43,J Andretti,30,0,52,Accident
38,28,22,W Burton,19,0,49,Retired
39,6,55,B Hamilton,13,0,46,Accident
