F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,10,24,J Gordon,60,22,180,Running
2,13,10,J Benson,60,0,170,Running
3,3,88,D Jarrett,60,0,165,Running
4,29,17,M Kenseth,60,0,160,Running
5,5,20,T Stewart,60,0,155,Running
6,16,55,B Hamilton,60,0,150,Running
7,4,28,R Rudd,60,0,146,Running
8,12,26,J Spencer,60,0,142,Running
9,30,77,R Pressley,60,0,138,Running
10,15,02,C Barron,60,0,134,Running
11,27,11,B Bodine,60,0,130,Running
12,11,99,J Burton,60,0,127,Running
13,34,25,T Barron,60,5,129,Running
14,24,21,E Sadler,60,0,121,Running
15,6,8,D Earnhardt Jr.,60,6,123,Retired
16,36,93,D Blaney,60,0,115,Running
17,20,29,K Harvick,60,0,112,Retired
18,7,22,W Burton,60,0,109,Retired
19,9,40,S Marlin,60,0,106,Retired
20,2,2,R Wallace,60,0,103,Retired
21,19,33,J Nemechek,60,0,100,Retired
22,14,6,M Martin,60,0,97,Retired
23,21,36,K Schrader,60,0,94,Retired
24,18,12,J Mayfield,60,0,91,No Fuel
25,22,9,B Elliott,60,0,88,No Fuel
26,37,4,K Lepage,60,0,85,Running
27,26,1,S Park,59,0,82,No Fuel
28,23,32,R Craven,59,0,79,Running
29,39,45,K Petty,59,0,76,No Fuel
30,33,01,J Leffler,59,0,73,Running
31,17,15,M Waltrip,59,0,70,Running
32,25,66,T Bodine,59,0,67,Running
33,38,90,H Stricklin,58,0,64,Running
34,28,14,R Hornaday,48,0,61,Retired
35,1,18,B Labonte,41,27,68,Retired
36,31,97,K Busch,40,0,55,Retired
37,35,7,M Wallace,40,0,52,Accident
38,8,19,C Atwood,2,0,49,Retired
39,32,43,J Andretti,1,0,46,Retired
