F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,02,C Barron,41,34,185,Running
2,1,25,T Barron,41,7,175,Running
3,5,24,J Gordon,41,0,165,Running
4,9,88,D Jarrett,41,0,160,Running
5,7,99,J Burton,41,0,155,Running
6,16,28,R Rudd,41,0,150,Running
7,27,36,K Schrader,41,0,146,Running
8,18,6,M Martin,41,0,142,Running
9,25,21,E Sadler,41,0,138,Running
10,6,40,S Marlin,40,0,134,Running
11,39,9,B Elliott,40,0,130,Retired
12,26,97,K Busch,40,0,127,Running
13,38,22,W Burton,40,0,124,Running
14,21,1,S Park,40,0,121,Running
15,15,77,R Pressley,40,0,118,Running
16,29,15,M Waltrip,40,0,115,Running
17,17,10,J Benson,40,0,112,Running
18,32,5,T Labonte,40,0,109,Running
19,10,29,K Harvick,40,0,106,Running
20,36,43,J Andretti,40,0,103,Running
21,41,92,S Compton,40,0,100,Running
22,14,12,J Mayfield,40,0,97,Running
23,33,4,K Lepage,40,0,94,Running
24,34,7,M Wallace,40,0,91,Running
25,28,01,J Leffler,40,0,88,Running
26,24,90,H Stricklin,40,0,85,Running
27,37,45,K Petty,40,0,82,Running
28,35,31,M Skinner,40,0,79,Running
29,12,8,D Earnhardt Jr.,40,0,76,Running
30,8,2,R Wallace,40,0,73,Running
31,31,44,B Jones,40,0,70,Running
32,3,20,T Stewart,40,0,67,Running
33,11,26,J Spencer,40,0,64,Running
34,4,18,B Labonte,40,0,61,Running
35,19,55,B Hamilton,40,0,58,Running
36,13,17,M Kenseth,40,0,55,Running
37,23,33,J Nemechek,40,0,52,Running
38,20,19,C Atwood,40,0,49,Running
39,22,32,R Craven,40,0,46,Running
40,40,11,B Bodine,40,0,43,Running
41,30,93,D Blaney,39,0,40,Running
42,42,14,R Hornaday,29,0,37,Header
